comune_key,date,assigned_model,beta_mixed,beta_gamm,beta_prophet,model_beta
gressan,2025-03-01,GAMM,0.08949440462809281,0.1694521198756788,NA,0.1694521198756788
gressan,2025-04-01,GAMM,0.08949440462809281,0.14856138537011604,NA,0.14856138537011604
gressan,2025-05-01,GAMM,0.08949440462809281,0.09242159396308895,NA,0.09242159396308895
gressan,2025-06-01,GAMM,0.08949440462809281,0.17124837594777537,NA,0.17124837594777537
gressan,2025-07-01,GAMM,0.08949440462809281,0.1711085682981886,NA,0.1711085682981886
gressan,2025-08-01,GAMM,0.08949440462809281,0.1717438257001216,NA,0.1717438257001216
gressan,2025-09-01,GAMM,0.08949440462809281,0.12478893241407142,NA,0.12478893241407142
gressoney la trinite,2025-01-01,Mixed,0.07025409890557269,0.15707495064203414,NA,0.07025409890557269
gressoney la trinite,2025-02-01,Mixed,0.07025409890557269,0.15610101246551442,NA,0.07025409890557269
gressoney la trinite,2025-03-01,Mixed,0.07025409890557269,0.15757589073145567,NA,0.07025409890557269
gressoney la trinite,2025-04-01,Mixed,0.07025409890557269,0.16065975363342533,NA,0.07025409890557269
gressoney la trinite,2025-05-01,Mixed,0.07025409890557269,0.15510604533528957,NA,0.07025409890557269
gressoney la trinite,2025-06-01,Mixed,0.07025409890557269,0.14820193148636523,NA,0.07025409890557269
gressoney la trinite,2025-07-01,Mixed,0.07025409890557269,0.15307735504321468,NA,0.07025409890557269
gressoney la trinite,2025-08-01,Mixed,0.07025409890557269,0.1516011127142185,NA,0.07025409890557269
gressoney la trinite,2025-09-01,Mixed,0.07025409890557269,0.15695675965657718,NA,0.07025409890557269
gressoney saint jean,2025-01-01,Prophet,0.08561229967217095,0.18006067564940145,-0.0043384467348724885,-0.0043384467348724885
gressoney saint jean,2025-02-01,Prophet,0.08561229967217095,0.17867946087970993,-0.004338560168923391,-0.004338560168923391
gressoney saint jean,2025-03-01,Prophet,0.08561229967217095,0.18281780882488716,-0.004338022363746578,-0.004338022363746578
gressoney saint jean,2025-04-01,Prophet,0.08561229967217095,0.1754857368407128,-0.004336566092373701,-0.004336566092373701
gressoney saint jean,2025-05-01,Prophet,0.08561229967217095,0.17440164746703052,-0.004336453243345846,-0.004336453243345846
gressoney saint jean,2025-06-01,Prophet,0.08561229967217095,0.18185433157340372,-0.00433824734622384,-0.00433824734622384
gressoney saint jean,2025-07-01,Prophet,0.08561229967217095,0.1764195972416871,-0.004338697854737071,-0.004338697854737071
gressoney saint jean,2025-08-01,Prophet,0.08561229967217095,0.17590034541191826,-0.004338723830810348,-0.004338723830810348
gressoney saint jean,2025-09-01,Prophet,0.08561229967217095,0.18271724247608903,-0.0043376565457848085,-0.0043376565457848085
hone,2025-01-01,Mixed,0.050964407799988724,0.048685168519250525,NA,0.050964407799988724
hone,2025-02-01,Mixed,0.050964407799988724,0.04753354165973792,NA,0.050964407799988724
hone,2025-03-01,Mixed,0.050964407799988724,0.04452727827367921,NA,0.050964407799988724
hone,2025-04-01,Mixed,0.050964407799988724,0.04608161590405846,NA,0.050964407799988724
hone,2025-05-01,Mixed,0.050964407799988724,0.05244811809770267,NA,0.050964407799988724
hone,2025-06-01,Mixed,0.050964407799988724,0.050614921051648165,NA,0.050964407799988724
hone,2025-07-01,Mixed,0.050964407799988724,0.06562507328354067,NA,0.050964407799988724
hone,2025-08-01,Mixed,0.050964407799988724,0.09301028368541057,NA,0.050964407799988724
hone,2025-09-01,Mixed,0.050964407799988724,0.04761488353662839,NA,0.050964407799988724
introd,2025-01-01,Mixed,0.0519571248185142,0.10374049791541555,NA,0.0519571248185142
introd,2025-02-01,Mixed,0.0519571248185142,0.11849990237714218,NA,0.0519571248185142
introd,2025-03-01,Mixed,0.0519571248185142,0.08737983568981325,NA,0.0519571248185142
introd,2025-04-01,Mixed,0.0519571248185142,0.07245306339153193,NA,0.0519571248185142
introd,2025-05-01,Mixed,0.0519571248185142,0.08869393980808857,NA,0.0519571248185142
introd,2025-06-01,Mixed,0.0519571248185142,0.1312721403892714,NA,0.0519571248185142
introd,2025-07-01,Mixed,0.0519571248185142,0.15654652708168137,NA,0.0519571248185142
introd,2025-08-01,Mixed,0.0519571248185142,0.14196221213926102,NA,0.0519571248185142
introd,2025-09-01,Mixed,0.0519571248185142,0.09536629612806916,NA,0.0519571248185142
issime,2025-01-01,Mixed,0.057826098218061374,0.06550726244970127,NA,0.057826098218061374
issime,2025-02-01,Mixed,0.057826098218061374,0.0662391275948881,NA,0.057826098218061374
issime,2025-03-01,Mixed,0.057826098218061374,0.06541961171942567,NA,0.057826098218061374
issime,2025-04-01,Mixed,0.057826098218061374,0.060249666693836745,NA,0.057826098218061374
issime,2025-05-01,Mixed,0.057826098218061374,0.06337122918123451,NA,0.057826098218061374
issime,2025-06-01,Mixed,0.057826098218061374,0.06443784529672471,NA,0.057826098218061374
issime,2025-07-01,Mixed,0.057826098218061374,0.06375420242477539,NA,0.057826098218061374
issime,2025-08-01,Mixed,0.057826098218061374,0.06475369324163978,NA,0.057826098218061374
issime,2025-09-01,Mixed,0.057826098218061374,0.06605216876495812,NA,0.057826098218061374
issogne,2025-01-01,Mixed,0.06355510585164768,0.05557559552739259,NA,0.06355510585164768
issogne,2025-02-01,Mixed,0.06355510585164768,0.05267773408728345,NA,0.06355510585164768
issogne,2025-03-01,Mixed,0.06355510585164768,0.05147382258149677,NA,0.06355510585164768
issogne,2025-04-01,Mixed,0.06355510585164768,0.034774252326695114,NA,0.06355510585164768
issogne,2025-05-01,Mixed,0.06355510585164768,0.057254388881513865,NA,0.06355510585164768
issogne,2025-06-01,Mixed,0.06355510585164768,0.05868808335144416,NA,0.06355510585164768
issogne,2025-07-01,Mixed,0.06355510585164768,0.0609146610407519,NA,0.06355510585164768
issogne,2025-08-01,Mixed,0.06355510585164768,0.06630851419427565,NA,0.06355510585164768
issogne,2025-09-01,Mixed,0.06355510585164768,0.06064017441883705,NA,0.06355510585164768
jovencan,2025-01-01,Mixed,0.05835190256401172,0.12482046497473508,NA,0.05835190256401172
jovencan,2025-02-01,Mixed,0.05835190256401172,0.13094142670034273,NA,0.05835190256401172
jovencan,2025-03-01,Mixed,0.05835190256401172,0.13077493041797458,NA,0.05835190256401172
jovencan,2025-04-01,Mixed,0.05835190256401172,0.126890969050959,NA,0.05835190256401172
jovencan,2025-05-01,Mixed,0.05835190256401172,0.11568422704241536,NA,0.05835190256401172
jovencan,2025-06-01,Mixed,0.05835190256401172,0.1153420877363018,NA,0.05835190256401172
jovencan,2025-07-01,Mixed,0.05835190256401172,0.13532441634908687,NA,0.05835190256401172
jovencan,2025-08-01,Mixed,0.05835190256401172,0.1422920526849299,NA,0.05835190256401172
jovencan,2025-09-01,Mixed,0.05835190256401172,0.11748391229150655,NA,0.05835190256401172
la salle,2025-01-01,GAMM,0.06764837957297658,0.16991016834839487,NA,0.16991016834839487
la salle,2025-02-01,GAMM,0.06764837957297658,0.17027843244415458,NA,0.17027843244415458
la salle,2025-03-01,GAMM,0.06764837957297658,0.16759997655028427,NA,0.16759997655028427
la salle,2025-04-01,GAMM,0.06764837957297658,0.15701046308648264,NA,0.15701046308648264
