comune_key,date,assigned_model,actual_kwh,pred_kwh_mixed_actual,pred_kwh_gamm_actual,pred_kwh_mixed_q95,pred_kwh_gamm_q95,pred_kwh_prophet_actual,pred_kwh_prophet_q95,arrivals_actual,arrivals_q95,arrivals_multiplier_q95,load_actual_assigned,load_q95_assigned,delta_kwh_q95_minus_actual,delta_pct_q95_minus_actual,comune_key_norm,comune_nome,istat_muni_code,risk_score,p_energy_given_tourism_upper_95,lift_upper_95,p_energy_given_tourism_upper_90,lift_upper_90,tourism_intensity_rank,risk_rank,scenario_tail_impact_kwh,scenario_tail_impact_weighted,abs_shock_kwh,abs_tail_impact_kwh
brissogne,2025-05-01,Mixed,486113.00000000006,478078.45948904625,458863.1366925156,477984.16976975056,461849.063183566,NA,NA,22,29.8209112527651,1.3554959660347772,478078.45948904625,477984.16976975056,-94.28971929568796,-0.01972264539934487,brissogne,Brissogne,7011,0,0,NA,NA,NA,70,43,-0,-0,94.28971929568796,0
brissogne,2025-06-01,Mixed,526662.9999999995,500830.5454043968,475999.2848731209,500771.3342723491,477475.6521755805,NA,NA,40.00000000000001,47.8630468869921,1.1965761721748025,500830.5454043968,500771.3342723491,-59.21113204775611,-0.01182258801726288,brissogne,Brissogne,7011,0,0,NA,NA,NA,70,43,-0,-0,59.21113204775611,0
brissogne,2025-07-01,Mixed,546635.9999999998,512123.9760297759,468906.1061790867,511981.8067374277,470770.366801796,NA,NA,70,106.198990954603,1.5171284422086144,512123.9760297759,511981.8067374277,-142.16929234820418,-0.02776071791256162,brissogne,Brissogne,7011,0,0,NA,NA,NA,70,43,-0,-0,142.16929234820418,0
brissogne,2025-08-01,Mixed,538956.0000000002,536357.9181821579,494178.9236518174,536182.5690607647,496789.9363555769,NA,NA,61.00000000000001,99.7204230145927,1.6347610330261095,536357.9181821579,536182.5690607647,-175.3491213931702,-0.03269255760919298,brissogne,Brissogne,7011,0,0,NA,NA,NA,70,43,-0,-0,175.3491213931702,0
brissogne,2025-09-01,Mixed,437901.9999999996,467165.0626187447,449912.8585636883,466903.4883666734,455447.6056462577,NA,NA,36.99999999999999,86.2431032365592,2.3308946820691676,467165.0626187447,466903.4883666734,-261.5742520712665,-0.05599182665865232,brissogne,Brissogne,7011,0,0,NA,NA,NA,70,43,-0,-0,261.5742520712665,0
challand saint anselme,2025-01-01,Prophet,137037.00000000003,126728.7558380055,144403.5259052833,127457.62613302442,147713.63200891193,128453.58180322371,128801.03749781946,554,703.005138430393,1.2689623437371715,128453.58180322371,128801.03749781946,347.4556945957447,0.2704912465018028,challand saint anselme,Challand-Saint-Anselme,7013,0,0,NA,0,0,35,36,0,0,347.4556945957447,0
challand saint anselme,2025-02-01,Prophet,115787,108317.44325436412,118623.95304193944,109490.7746037934,123664.5167529317,108312.59831681992,108863.65900873826,463.99999999999983,725.921488542591,1.564485966686619,108312.59831681992,108863.65900873826,551.0606919183483,0.5087687863478907,challand saint anselme,Challand-Saint-Anselme,7013,0,0,NA,0,0,35,36,0,0,551.0606919183483,0
challand saint anselme,2025-03-01,Prophet,113222,107524.725175517,113979.80194178112,108466.41609526516,117197.01345986652,110789.82776041453,111245.7959331673,315.00000000000006,452.653926249705,1.4369965912689049,110789.82776041453,111245.7959331673,455.9681727527932,0.4115614059251316,challand saint anselme,Challand-Saint-Anselme,7013,0,0,NA,0,0,35,36,0,0,455.9681727527932,0
challand saint anselme,2025-04-01,Prophet,99531.00000000006,101591.24211731556,107518.53366826566,102623.19118999256,110695.92517766304,99996.09147979136,100473.2472064336,262.99999999999994,400.43707485362,1.522574429101217,99996.09147979136,100473.2472064336,477.155726642246,0.47717437709919874,challand saint anselme,Challand-Saint-Anselme,7013,0,0,NA,0,0,35,36,0,0,477.155726642246,0
challand saint anselme,2025-05-01,Prophet,95939.00000000006,96038.0418112766,101871.7337253962,96815.42337183264,104814.36535142208,96727.33854505367,97095.34088858136,385.00000000000006,538.234204820176,1.3980109216108467,96727.33854505367,97095.34088858136,368.0023435276962,0.3804532917612402,challand saint anselme,Challand-Saint-Anselme,7013,0,0,NA,0,0,35,36,0,0,368.0023435276962,0
challand saint anselme,2025-06-01,Prophet,89798.99999999999,95192.3030676744,105718.43330540482,95732.34587695324,108203.07774749443,93442.29310243484,93691.613068252,697.9999999999999,882.809481280752,1.2647700304881837,93442.29310243484,93691.613068252,249.3199658171652,0.2668170456217922,challand saint anselme,Challand-Saint-Anselme,7013,0,0,NA,0,0,35,36,0,0,249.3199658171652,0
challand saint anselme,2025-07-01,Prophet,113025.9999999999,105195.5911631542,114131.30740114245,106454.12188442591,119846.91913327316,110752.08974541338,111374.22862172782,862.9999999999997,1413.79684419198,1.6382350454136507,110752.08974541338,111374.22862172782,622.138876314435,0.5617400788956228,challand saint anselme,Challand-Saint-Anselme,7013,0,0,NA,0,0,35,36,0,0,622.138876314435,0
challand saint anselme,2025-08-01,Prophet,136384.00000000003,116706.84833200436,129110.50056328689,118337.07999170432,136657.92453292065,130776.80794255828,131634.09167964815,853.9999999999998,1518.81658030554,1.7784737474303751,130776.80794255828,131634.09167964815,857.2837370898778,0.6555319330522558,challand saint anselme,Challand-Saint-Anselme,7013,0,0,NA,0,0,35,36,0,0,857.2837370898778,0
challand saint anselme,2025-09-01,Prophet,68941.00000000006,93987.88804787262,100829.80031311153,96048.36941818836,109972.95385593233,96385.29602839577,97374.8677286298,469.00000000000006,1154.17635460053,2.4609303936045412,96385.29602839577,97374.8677286298,989.5717002340388,1.0266832608393894,challand saint anselme,Challand-Saint-Anselme,7013,0,0,NA,0,0,35,36,0,0,989.5717002340388,0
challand saint victor,2025-01-01,Mixed,96062.99999999994,92811.1450220472,101767.58429981572,93760.77197280388,102952.4814379208,NA,NA,33.99999999999999,44.0494019054719,1.2955706442785857,92811.1450220472,93760.77197280388,949.6269507566758,1.0231820225158117,challand saint victor,Challand-Saint-Victor,7014,0,0,NA,NA,NA,60,60,0,0,949.6269507566758,0
challand saint victor,2025-02-01,Mixed,77183.99999999996,79200.08342492713,84643.92109893818,80453.08725179815,85992.53172162802,NA,NA,61.99999999999999,91.9761324423676,1.4834860071349614,79200.08342492713,80453.08725179815,1253.0038268710196,1.5820738725089043,challand saint victor,Challand-Saint-Victor,7014,0,0,NA,NA,NA,60,60,0,0,1253.0038268710196,0
challand saint victor,2025-03-01,Mixed,76962.99999999996,78817.6834910319,83902.52148237568,80041.12245673157,85348.35939468813,NA,NA,45,66.3946763852313,1.47543725300514,78817.6834910319,80041.12245673157,1223.4389656996643,1.5522391822627934,challand saint victor,Challand-Saint-Victor,7014,0,0,NA,NA,NA,60,60,0,0,1223.4389656996643,0
challand saint victor,2025-04-01,Mixed,69552.99999999994,69676.37481490232,75424.0412901422,71126.24428565332,77097.77324391252,NA,NA,14.999999999999998,25.6622205825851,1.7108147055056735,69676.37481490232,71126.24428565332,1449.8694707510003,2.0808623792535563,challand saint victor,Challand-Saint-Victor,7014,0,0,NA,NA,NA,60,60,0,0,1449.8694707510003,0
challand saint victor,2025-05-01,Mixed,66013.00000000003,63046.88572550127,67554.00111333949,63831.68518209335,68497.84240067384,NA,NA,26,35.6927226397291,1.3727970246049652,63046.88572550127,63831.68518209335,784.7994565920817,1.2447870304157505,challand saint victor,Challand-Saint-Victor,7014,0,0,NA,NA,NA,60,60,0,0,784.7994565920817,0
challand saint victor,2025-06-01,Mixed,60723.99999999998,57279.07572991816,63253.12734312174,57621.69586343976,63676.12713552554,NA,NA,26.999999999999996,31.4622195143693,1.1652673894210852,57279.07572991816,57621.69586343976,342.62013352160284,0.5981593263430396,challand saint victor,Challand-Saint-Victor,7014,0,0,NA,NA,NA,60,60,0,0,342.62013352160284,0
challand saint victor,2025-07-01,Mixed,68847.99999999996,63994.18100288882,66979.68553750622,65111.1561373535,68144.76677240671,NA,NA,61.99999999999999,95.7551717768604,1.5444382544654904,63994.18100288882,65111.1561373535,1116.9751344646793,1.7454323455038168,challand saint victor,Challand-Saint-Victor,7014,0,0,NA,NA,NA,60,60,0,0,1116.9751344646793,0
challand saint victor,2025-08-01,Mixed,76571.99999999996,68408.94579133448,73431.65175926578,70035.56793775437,75058.66485823442,NA,NA,64.99999999999997,117.194568041862,1.8029933544901853,68408.94579133448,70035.56793775437,1626.6221464198898,2.3777915703912855,challand saint victor,Challand-Saint-Victor,7014,0,0,NA,NA,NA,60,60,0,0,1626.6221464198898,0
challand saint victor,2025-09-01,Mixed,35197.00000000002,55188.825095241446,59212.286667381566,56827.539643469536,60901.47150207022,NA,NA,5,11.3948139253169,2.27896278506338,55188.825095241446,56827.539643469536,1638.7145482280905,2.969286889873257,challand saint victor,Challand-Saint-Victor,7014,0,0,NA,NA,NA,60,60,0,0,1638.7145482280905,0
chambave,2025-01-01,Mixed,166619.9999999999,154399.51985904586,167853.4985804285,154851.32388337373,169394.69493878985,NA,NA,128.99999999999997,172.014410292326,1.3334450410257832,154399.51985904586,154851.32388337373,451.8040243278665,0.292620096707763,chambave,Chambave,7015,0,0,NA,NA,NA,63,51,0,0,451.8040243278665,0
chambave,2025-02-01,Mixed,137492.99999999994,136196.52726026156,144186.22371386705,136897.950239866,146734.02299036906,NA,NA,132.99999999999997,220.485697998753,1.6577872029981433,136196.52726026156,136897.950239866,701.4229796044528,0.5150079768657223,chambave,Chambave,7015,0,0,NA,NA,NA,63,51,0,0,701.4229796044528,0
chambave,2025-03-01,Mixed,136586.0000000001,141049.88976638293,146409.89571781366,141618.3344058248,148495.1991901038,NA,NA,148,219.83191445577,1.4853507733497973,141049.88976638293,141618.3344058248,568.4446394418774,0.4030096304104669,chambave,Chambave,7015,0,0,NA,NA,NA,63,51,0,0,568.4446394418774,0
chambave,2025-04-01,Mixed,122899.99999999996,132789.36955763662,137822.25785557475,133353.13554279122,139563.2252443169,NA,NA,112.00000000000004,170.029285009398,1.5181186161553388,132789.36955763662,133353.13554279122,563.765985154605,0.4245565643038241,chambave,Chambave,7015,0,0,NA,NA,NA,63,51,0,0,563.765985154605,0
chambave,2025-05-01,Mixed,119395,127015.1451622126,134978.92051592958,127433.29649046136,136419.09307390428,NA,NA,132.99999999999997,183.817145349805,1.3820837996225943,127015.1451622126,127433.29649046136,418.1513282487576,0.3292137545603202,chambave,Chambave,7015,0,0,NA,NA,NA,63,51,0,0,418.1513282487576,0
chambave,2025-06-01,Mixed,115241,126952.59086458142,134270.71337811547,127185.83307099856,134990.3683977076,NA,NA,123.00000000000004,147.390314824336,1.198295242474276,126952.59086458142,127185.83307099856,233.2422064171551,0.18372386481340097,chambave,Chambave,7015,0,0,NA,NA,NA,63,51,0,0,233.2422064171551,0
chambave,2025-07-01,Mixed,126029.99999999996,133243.78078379366,135408.4075060808,133833.79579523203,138003.61546126465,NA,NA,224,345.65344813321,1.5430957505946876,133243.78078379366,133833.79579523203,590.0150114383723,0.44280866841788225,chambave,Chambave,7015,0,0,NA,NA,NA,63,51,0,0,590.0150114383723,0
chambave,2025-08-01,Mixed,129418.99999999993,136017.24556340862,140297.5099069231,136749.78026107323,143685.29700957288,NA,NA,233.00000000000009,394.740513347932,1.6941652933387634,136017.24556340862,136749.78026107323,732.5346976646106,0.5385601617135416,chambave,Chambave,7015,0,0,NA,NA,NA,63,51,0,0,732.5346976646106,0
chambave,2025-09-01,Mixed,105413.00000000004,127333.65856856565,134479.89523985883,128462.85774301944,138292.3440738,NA,NA,99.00000000000004,236.191774181962,2.385775496787494,127333.65856856565,128462.85774301944,1129.1991744537954,0.8868033693116173,chambave,Chambave,7015,0,0,NA,NA,NA,63,51,0,0,1129.1991744537954,0
champdepraz,2025-01-01,Mixed,122468.00000000006,108643.28790106208,116618.6032513704,108798.71478663637,117764.64132443607,NA,NA,244.0000000000001,308.077235543694,1.2626116210807123,108643.28790106208,108798.71478663637,155.42688557428482,0.14306165486801525,champdepraz,Champdepraz,7017,0,0,NA,NA,NA,43,66,0,0,155.42688557428482,0
champdepraz,2025-02-01,Mixed,103457.99999999996,94926.92703254455,100867.57923136292,95196.3343377676,103110.8295066129,NA,NA,292.0000000000001,463.401403118413,1.586991106569907,94926.92703254455,95196.3343377676,269.4073052230233,0.2838049367495765,champdepraz,Champdepraz,7017,0,0,NA,NA,NA,43,66,0,0,269.4073052230233,0
champdepraz,2025-03-01,Mixed,101189.00000000004,94231.7793228242,100678.29395439924,94430.50256939788,102322.03994010044,NA,NA,303.00000000000006,427.115998791713,1.4096237583884916,94231.7793228242,94430.50256939788,198.7232465736888,0.21088771537773887,champdepraz,Champdepraz,7017,0,0,NA,NA,NA,43,66,0,0,198.7232465736888,0
champdepraz,2025-04-01,Mixed,86737.99999999999,86029.66921622942,92448.93789038132,86235.28101592549,94156.2860536984,NA,NA,294.0000000000001,433.818059899536,1.4755716323113464,86029.66921622942,86235.28101592549,205.61179969606744,0.2390010348398253,champdepraz,Champdepraz,7017,0,0,NA,NA,NA,43,66,0,0,205.61179969606744,0
champdepraz,2025-05-01,Mixed,80192.99999999999,79030.48506976082,82419.18394021316,79183.30142285555,82750.64312151374,NA,NA,89,122.193182451469,1.3729571061962809,79030.48506976082,79183.30142285555,152.81635309473495,0.1933638050681807,champdepraz,Champdepraz,7017,0,0,NA,NA,NA,43,66,0,0,152.81635309473495,0
champdepraz,2025-06-01,Mixed,77926.00000000003,75812.4315117662,80403.13726014727,75932.92081887374,81459.16082958225,NA,NA,373.0000000000001,483.122947944194,1.2952357853731735,75812.4315117662,75932.92081887374,120.48930710753484,0.15893080422941797,champdepraz,Champdepraz,7017,0,0,NA,NA,NA,43,66,0,0,120.48930710753484,0
champdepraz,2025-07-01,Mixed,80908.99999999997,77768.06185775789,79317.84300299118,77996.47251228784,81452.68953394478,NA,NA,417,672.241431420297,1.6120897635978344,77768.06185775789,77996.47251228784,228.41065452995824,0.29370753118129755,champdepraz,Champdepraz,7017,0,0,NA,NA,NA,43,66,0,0,228.41065452995824,0
champdepraz,2025-08-01,Mixed,80944.00000000004,81217.09775119908,84401.99434575906,81480.58957797861,87131.46310721253,NA,NA,484.00000000000006,820.01820420875,1.6942524880346073,81217.09775119908,81480.58957797861,263.4918267795292,0.32442901073208574,champdepraz,Champdepraz,7017,0,0,NA,NA,NA,43,66,0,0,263.4918267795292,0
champdepraz,2025-09-01,Mixed,48180.00000000004,77707.22482954958,82565.60260392856,78129.18217251354,87216.74561288074,NA,NA,425.00000000000017,1026.13595745187,2.414437546945575,77707.22482954958,78129.18217251354,421.9573429639568,0.543009152481666,champdepraz,Champdepraz,7017,0,0,NA,NA,NA,43,66,0,0,421.9573429639568,0
champorcher,2025-01-01,Prophet,260388.9999999999,233707.40084768043,250590.8031344387,237609.06766881183,254155.2877641937,284936.92781424767,286608.6433816544,352.99999999999994,444.296011588577,1.2586289280129663,284936.92781424767,286608.6433816544,1671.7155674067326,0.5866967052078786,champorcher,Champorcher,7018,0.166666666666667,0,0,0.666666666666667,6.66666666666667,24,15,0,0,1671.7155674067326,0
champorcher,2025-02-01,Prophet,212799.00000000015,186433.23934901255,198662.29073170957,192762.5316129103,204714.7693843978,193491.24895570995,195787.1481085599,381.9999999999999,607.31350890151,1.5898259395327492,193491.24895570995,195787.1481085599,2295.8991528499464,1.1865648525404282,champorcher,Champorcher,7018,0.166666666666667,0,0,0.666666666666667,6.66666666666667,24,15,0,0,2295.8991528499464,0
champorcher,2025-03-01,Prophet,233256.9999999999,183001.82650451967,192405.04483090673,187436.3187862005,196361.92188435615,190119.65045202617,191734.7888072613,323.99999999999994,451.878449598629,1.3946865728352749,190119.65045202617,191734.7888072613,1615.1383552351615,0.8495378312525892,champorcher,Champorcher,7018,0.166666666666667,0,0,0.666666666666667,6.66666666666667,24,15,0,0,1615.1383552351615,0
champorcher,2025-04-01,Prophet,112181.99999999996,113865.5755486618,115134.60306099596,116849.2016861951,118606.15031121529,110802.45637799129,111819.69841147248,82.00000000000003,117.780986227484,1.4363534905790727,110802.45637799129,111819.69841147248,1017.2420334812196,0.918068124781457,champorcher,Champorcher,7018,0.166666666666667,0,0,0.666666666666667,6.66666666666667,24,15,0,0,1017.2420334812196,0
champorcher,2025-05-01,Prophet,101577.99999999993,102850.4060764795,103824.50658495248,105122.3781553724,106249.16837315766,102106.34952390847,102897.64665236331,114,154.667033621661,1.3567283651022894,102106.34952390847,102897.64665236331,791.2971284548548,0.7749734782845907,champorcher,Champorcher,7018,0.166666666666667,0,0,0.666666666666667,6.66666666666667,24,15,0,0,791.2971284548548,0
champorcher,2025-06-01,Prophet,109689.00000000004,108845.55082151832,116693.7551029698,110928.10552895207,118956.70635600496,111206.62186913897,111953.78398352722,586.0000000000002,762.309005777555,1.300868610541902,111206.62186913897,111953.78398352722,747.1621143882512,0.6718683670361436,champorcher,Champorcher,7018,0.166666666666667,0,0,0.666666666666667,6.66666666666667,24,15,0,0,747.1621143882512,0
champorcher,2025-07-01,Prophet,143675,138079.0620794917,147346.32350435853,142930.65057469474,154606.49218220607,143952.4535580826,145719.5998282374,1601.999999999999,2585.8230591076,1.6141217597425723,143952.4535580826,145719.5998282374,1767.1462701548007,1.2275902400244787,champorcher,Champorcher,7018,0.166666666666667,0,0,0.666666666666667,6.66666666666667,24,15,0,0,1767.1462701548007,0
champorcher,2025-08-01,Prophet,188851.0000000001,158794.00435470467,173908.85842072536,164873.1438480182,182988.1720229864,186601.78820409003,189095.1833366361,1223.9999999999995,2060.75918645729,1.683626786321316,186601.78820409003,189095.1833366361,2493.3951325460803,1.3362118104779386,champorcher,Champorcher,7018,0.166666666666667,0,0,0.666666666666667,6.66666666666667,24,15,0,0,2493.3951325460803,0
champorcher,2025-09-01,Prophet,100787,120899.822554099,125050.84313447162,128774.67487356997,132636.48125045904,122023.49179353035,124774.56208198456,335,804.581778226914,2.401736651423624,122023.49179353035,124774.56208198456,2751.070288454197,2.2545415214876297,champorcher,Champorcher,7018,0.166666666666667,0,0,0.666666666666667,6.66666666666667,24,15,0,0,2751.070288454197,0
charvensod,2025-01-01,Mixed,379669.0000000002,358739.5198875952,385349.5849121569,360521.70996514056,395052.3909478705,NA,NA,1901.999999999999,2473.55312590514,1.3005011177208945,358739.5198875952,360521.70996514056,1782.190077545354,0.4967922346843068,charvensod,Charvensod,7019,0,0,NA,NA,NA,37,41,0,0,1782.190077545354,0
