comune_key,date,assigned_model,actual_kwh,pred_kwh_mixed_actual,pred_kwh_gamm_actual,pred_kwh_mixed_q95,pred_kwh_gamm_q95,pred_kwh_prophet_actual,pred_kwh_prophet_q95,arrivals_actual,arrivals_q95,arrivals_multiplier_q95,load_actual_assigned,load_q95_assigned,delta_kwh_q95_minus_actual,delta_pct_q95_minus_actual,comune_key_norm,comune_nome,istat_muni_code,risk_score,p_energy_given_tourism_upper_95,lift_upper_95,p_energy_given_tourism_upper_90,lift_upper_90,tourism_intensity_rank,risk_rank,scenario_tail_impact_kwh,scenario_tail_impact_weighted,abs_shock_kwh,abs_tail_impact_kwh
emarese,2025-04-01,Mixed,29742.99999999999,29793.319968495998,30292.078234105076,29869.16703802432,30487.98576982126,NA,NA,26,38.6090777961055,1.4849645306194423,29793.319968495998,29869.16703802432,75.84706952831766,0.2545774341648377,emarese,Emarèse,7025,0,0,NA,NA,NA,55,48,0,0,75.84706952831766,0
emarese,2025-05-01,Mixed,27334.999999999985,28879.666678179743,29418.357129278196,28943.713584438483,29858.55660260105,NA,NA,62.99999999999998,88.3691444599667,1.402684832697885,28879.666678179743,28943.713584438483,64.04690625873991,0.22177162559542385,emarese,Emarèse,7025,0,0,NA,NA,NA,55,48,0,0,64.04690625873991,0
emarese,2025-06-01,Mixed,27427,28320.93100182871,29007.669296213284,28358.47006422167,29111.71877537757,NA,NA,12,14.872681557514,1.2393901297928334,28320.93100182871,28358.47006422167,37.53906239295611,0.13254882895810116,emarese,Emarèse,7025,0,0,NA,NA,NA,55,48,0,0,37.53906239295611,0
emarese,2025-07-01,Mixed,33340.99999999999,30325.70631696409,30279.577423368333,30419.205642695342,30844.91185416939,NA,NA,54.000000000000014,86.4726401863314,1.6013451886357664,30325.70631696409,30419.205642695342,93.4993257312526,0.30831705864984293,emarese,Emarèse,7025,0,0,NA,NA,NA,55,48,0,0,93.4993257312526,0
emarese,2025-08-01,Mixed,38821.000000000015,33715.9813063139,36453.60385848799,33838.75265580476,38183.89764786785,NA,NA,118.99999999999996,206.54206420425,1.7356475983550426,33715.9813063139,33838.75265580476,122.7713494908603,0.364133994426763,emarese,Emarèse,7025,0,0,NA,NA,NA,55,48,0,0,122.7713494908603,0
emarese,2025-09-01,Mixed,15605.000000000004,28029.012242986453,27653.48975901264,28156.623760877388,28193.76874996371,NA,NA,2.0000000000000004,4.94930742051602,2.4746537102580097,28029.012242986453,28156.623760877388,127.61151789093492,0.45528367815697024,emarese,Emarèse,7025,0,0,NA,NA,NA,55,48,0,0,127.61151789093492,0
etroubles,2025-01-01,Mixed,116847.00000000007,107583.12662213482,123842.25865525502,108676.98748017888,125682.69400036286,NA,NA,742,887.611755742609,1.1962422584132195,107583.12662213482,108676.98748017888,1093.8608580440489,1.0167587542663892,etroubles,Etroubles,7026,0,0,NA,0,0,17,22,0,0,1093.8608580440489,0
etroubles,2025-02-01,Mixed,99581,93438.54429553896,105037.7508818292,95637.68845199337,108935.57229504574,NA,NA,761.0000000000002,1148.96576219812,1.5098104628096185,93438.54429553896,95637.68845199337,2199.1441564544075,2.353572792721037,etroubles,Etroubles,7026,0,0,NA,0,0,17,22,0,0,2199.1441564544075,0
etroubles,2025-03-01,Mixed,96628.00000000004,93119.77785436896,105028.9592634062,94747.96846656447,107620.62170201332,NA,NA,648.9999999999999,882.260904693619,1.3594158778021863,93119.77785436896,94747.96846656447,1628.19061219554,1.748490653340995,etroubles,Etroubles,7026,0,0,NA,0,0,17,22,0,0,1628.19061219554,0
etroubles,2025-04-01,Mixed,89718,83136.61082848343,94384.2638527508,84904.38883505297,97132.0373565953,NA,NA,592.0000000000002,859.418215648777,1.4517199588661769,83136.61082848343,84904.38883505297,1767.7780065695406,2.1263532262778773,etroubles,Etroubles,7026,0,0,NA,0,0,17,22,0,0,1767.7780065695406,0
etroubles,2025-05-01,Mixed,84262.00000000006,80919.40250361136,87929.75015231632,82463.28237735941,90208.01709341275,NA,NA,595.0000000000001,831.627882833254,1.3976939207281578,80919.40250361136,82463.28237735941,1543.8798737480538,1.9079229776556297,etroubles,Etroubles,7026,0,0,NA,0,0,17,22,0,0,1543.8798737480538,0
etroubles,2025-06-01,Mixed,89335.00000000003,86254.06655758008,97267.96058438644,87787.48833899578,100738.60974993477,NA,NA,2045.9999999999995,2794.79895394314,1.365981893422845,86254.06655758008,87787.48833899578,1533.4217814157018,1.7777965058517475,etroubles,Etroubles,7026,0,0,NA,0,0,17,22,0,0,1533.4217814157018,0
etroubles,2025-07-01,Mixed,100735.00000000006,95927.12308812008,109418.77746659836,98773.77547457104,115360.20964546122,NA,NA,3248.9999999999973,5451.05608059917,1.6777642599566558,95927.12308812008,98773.77547457104,2846.652386450951,2.967515646055574,etroubles,Etroubles,7026,0,0,NA,0,0,17,22,0,0,2846.652386450951,0
etroubles,2025-08-01,Mixed,111971,104160.43350082208,120194.56887251738,107866.65728801025,127962.54235036044,NA,NA,3178.999999999998,5901.71541263751,1.8564691452146944,104160.43350082208,107866.65728801025,3706.223787188152,3.5581877519345273,etroubles,Etroubles,7026,0,0,NA,0,0,17,22,0,0,3706.223787188152,0
etroubles,2025-09-01,Mixed,68645.99999999994,88405.64306455286,101742.62807308926,93149.20116078932,112540.23725219411,NA,NA,1831.9999999999995,4619.91102923595,2.5217854963078334,88405.64306455286,93149.20116078932,4743.558096236462,5.365673425137318,etroubles,Etroubles,7026,0,0,NA,0,0,17,22,0,0,4743.558096236462,0
fenis,2025-01-01,GAMM,258190.0000000001,220150.75612248835,242048.93217859857,221060.20452689435,247406.20148673776,NA,NA,747.0000000000003,961.746045359729,1.2874779723691143,242048.93217859857,247406.20148673776,5357.269308139192,2.213300120731887,fenis,Fénis,7027,0,0,NA,NA,NA,44,44,0,0,5357.269308139192,0
fenis,2025-02-01,GAMM,213618.0000000001,191326.32506440624,201700.3921148188,192765.8936778932,209256.8937783084,NA,NA,550.0000000000002,870.878635892174,1.5834157016221335,201700.3921148188,209256.8937783084,7556.501663489558,3.746399094349795,fenis,Fénis,7027,0,0,NA,NA,NA,44,44,0,0,7556.501663489558,0
fenis,2025-03-01,GAMM,211031.99999999985,190603.2271816765,196383.5296353541,191726.11236107437,200454.52996633924,NA,NA,312.9999999999999,448.890303945634,1.4341543257049014,196383.5296353541,200454.52996633924,4071.0003309851745,2.0729846023972653,fenis,Fénis,7027,0,0,NA,NA,NA,44,44,0,0,4071.0003309851745,0
fenis,2025-04-01,GAMM,190983.00000000015,183187.18727691256,195948.47243577184,184487.21635732873,203564.9600104375,NA,NA,719.0000000000001,1109.08142679462,1.54253327787847,195948.47243577184,203564.9600104375,7616.487574665662,3.886984920059633,fenis,Fénis,7027,0,0,NA,NA,NA,44,44,0,0,7616.487574665662,0
fenis,2025-05-01,GAMM,184413.99999999985,171917.4818140375,183089.7805283268,172816.2302213977,188014.77409971075,NA,NA,644,886.554044672753,1.3766367153303618,183089.7805283268,188014.77409971075,4924.993571383937,2.6899336255536976,fenis,Fénis,7027,0,0,NA,NA,NA,44,44,0,0,4924.993571383937,0
fenis,2025-06-01,GAMM,185377.99999999988,168298.5405101473,179521.12957780837,168933.41222861936,183274.88879674417,NA,NA,842,1060.54187570778,1.2595509212681473,179521.12957780837,183274.88879674417,3753.759218935797,2.0909846254665077,fenis,Fénis,7027,0,0,NA,NA,NA,44,44,0,0,3753.759218935797,0
fenis,2025-07-01,GAMM,199639.00000000012,184061.09927787533,191213.82509992976,185409.55068854193,199729.64114200737,NA,NA,1149.0000000000005,1796.94075290622,1.563917104357023,191213.82509992976,199729.64114200737,8515.816042077611,4.453556659737967,fenis,Fénis,7027,0,0,NA,NA,NA,44,44,0,0,8515.816042077611,0
fenis,2025-08-01,GAMM,206025.00000000003,196924.32757832584,210695.92830371443,198608.34990905153,221854.36353701688,NA,NA,1375,2316.52032697245,1.6847420559799635,210695.92830371443,221854.36353701688,11158.435233302444,5.295989971489989,fenis,Fénis,7027,0,0,NA,NA,NA,44,44,0,0,11158.435233302444,0
fenis,2025-09-01,GAMM,125345.00000000007,172295.410408761,183317.2831684836,174779.17372051234,198577.99435398704,NA,NA,674.0000000000002,1620.26712115278,2.403957153045667,183317.2831684836,198577.99435398704,15260.71118550343,8.324753084780113,fenis,Fénis,7027,0,0,NA,NA,NA,44,44,0,0,15260.71118550343,0
fontainemore,2025-01-01,Prophet,69592.99999999996,66405.01180394937,64319.298822267694,66356.22345941456,64483.23717716673,67103.49472205593,67102.25614070872,65.99999999999997,77.1709345824836,1.1692565845830851,67103.49472205593,67102.25614070872,-1.238581347206491,-0.00184577770849791,fontainemore,Fontainemore,7028,0,0,NA,NA,NA,40,62,-0,-0,1.238581347206491,0
fontainemore,2025-02-01,Prophet,58091.00000000002,57486.84974619667,52784.84711895077,57384.58842992632,53503.95062837464,56649.65031029892,56647.11736551824,77,112.325289539401,1.4587699940181948,56649.65031029892,56647.11736551824,-2.532944780687103,-0.0044712452183071,fontainemore,Fontainemore,7028,0,0,NA,NA,NA,40,62,-0,-0,2.532944780687103,0
fontainemore,2025-03-01,Prophet,60171.99999999995,58074.89088814065,52719.86138445936,57991.38823604078,52629.680780387906,60869.91144017019,60867.711922704526,29.000000000000004,39.5723464295737,1.3645636699853,60869.91144017019,60867.711922704526,-2.199517465662211,-0.00361347242606724,fontainemore,Fontainemore,7028,0,0,NA,NA,NA,40,62,-0,-0,2.199517465662211,0
fontainemore,2025-04-01,Prophet,48923.00000000002,53981.80399318367,47935.60172610152,53888.16922184447,48010.8592791451,53041.009325151324,53038.69684614404,11,16.2730641195221,1.4793694654111,53041.009325151324,53038.69684614404,-2.3124790072834003,-0.00435979449996404,fontainemore,Fontainemore,7028,0,0,NA,NA,NA,40,62,-0,-0,2.3124790072834003,0
fontainemore,2025-05-01,Prophet,48991.99999999998,49742.90286703263,43160.68514351634,49665.00229629854,43128.53883125587,51228.85843962699,51226.842096978544,37.99999999999999,53.1843489483101,1.3995881302186872,51228.85843962699,51226.842096978544,-2.016342648443242,-0.00393595077043951,fontainemore,Fontainemore,7028,0,0,NA,NA,NA,40,62,-0,-0,2.016342648443242,0
fontainemore,2025-06-01,Prophet,49014.00000000004,46849.03365129847,44043.45042228872,46778.79276533598,45216.7220737998,47616.10575588134,47614.3115622334,298.0000000000001,408.626220003186,1.371228926185187,47616.10575588134,47614.3115622334,-1.7941936479401193,-0.00376803944686088,fontainemore,Fontainemore,7028,0,0,NA,NA,NA,40,62,-0,-0,1.7941936479401193,0
fontainemore,2025-07-01,Prophet,56091.00000000003,51578.56292338431,49201.425089404926,51442.30907732531,51559.572987696,54689.26923880397,54685.63637040766,547.9999999999999,955.305256581996,1.7432577674853944,54689.26923880397,54685.63637040766,-3.632868396314734,-0.00664274444854839,fontainemore,Fontainemore,7028,0,0,NA,NA,NA,40,62,-0,-0,3.632868396314734,0
fontainemore,2025-08-01,Prophet,61117.99999999995,56089.35210570723,55128.69103578716,55922.063417845195,58257.00331465729,61811.40276203098,61806.76621304152,620.9999999999999,1163.02300536357,1.8728228749815947,61811.40276203098,61806.76621304152,-4.636548989459698,-0.0075011224179966,fontainemore,Fontainemore,7028,0,0,NA,NA,NA,40,62,-0,-0,4.636548989459698,0
fontainemore,2025-09-01,Prophet,33542.00000000002,47054.62129509809,43672.49117213655,46854.130169639335,47054.0457162488,49903.774786655966,49898.42374944093,212.00000000000009,520.732436931465,2.4562850798654,49903.774786655966,49898.42374944093,-5.351037215034012,-0.01072271033185634,fontainemore,Fontainemore,7028,0,0,NA,NA,NA,40,62,-0,-0,5.351037215034012,0
gaby,2025-01-01,Prophet,100464.00000000004,432763.0678943545,393490.72840153816,439260.0327610201,406636.8040163104,85163.70187203184,84005.68636409838,653.9999999999999,838.114523362401,1.2815206779241608,85163.70187203184,84005.68636409838,-1158.0155079334654,-1.359752432642625,gaby,Gaby,7029,0,0,NA,0,0,25,42,-0,-0,1158.0155079334654,0
gaby,2025-03-01,Prophet,83151.99999999997,97290.25609294524,117882.94393464465,99396.09625854425,123941.02341779986,107018.7572316138,104933.80173694195,431.99999999999994,617.139257589871,1.4285630962728495,107018.7572316138,104933.80173694195,-2084.9554946718417,-1.9482150125884057,gaby,Gaby,7029,0,0,NA,0,0,25,42,-0,-0,2084.9554946718417,0
gaby,2025-04-01,Prophet,71810.00000000006,76516.49562622866,91215.54333763836,78240.85599777127,94743.68448728308,83496.54866869221,81804.32018159705,186.00000000000003,269.852135464672,1.4508179326057633,83496.54866869221,81804.32018159705,-1692.2284870951553,-2.0267047130412386,gaby,Gaby,7029,0,0,NA,0,0,25,42,-0,-0,1692.2284870951553,0
gaby,2025-05-01,Prophet,64113.00000000005,60393.21587150455,69589.65170521765,61530.418228350274,70956.72720836902,66042.62958643092,64920.34107140135,123.00000000000004,168.082945386913,1.366528011275715,66042.62958643092,64920.34107140135,-1122.2885150295697,-1.6993395357778995,gaby,Gaby,7029,0,0,NA,0,0,25,42,-0,-0,1122.2885150295697,0
gaby,2025-06-01,Prophet,70792.99999999996,60420.235508177,80245.12126400675,61233.09515492054,82752.12003583513,65602.50234648096,64801.951005930096,558.9999999999999,698.305566296129,1.249204948651394,65602.50234648096,64801.951005930096,-800.5513405508682,-1.2203061040609977,gaby,Gaby,7029,0,0,NA,0,0,25,42,-0,-0,800.5513405508682,0
gaby,2025-07-01,Prophet,93613.00000000007,75938.78727529313,100233.8270695917,78116.58871661517,104581.56532253008,85509.47814686563,83316.72387043241,1237.9999999999998,1981.44487142202,1.6005208977560743,85509.47814686563,83316.72387043241,-2192.7542764332175,-2.5643406134078894,gaby,Gaby,7029,0,0,NA,0,0,25,42,-0,-0,2192.7542764332175,0
gaby,2025-08-01,Prophet,106941.99999999996,83123.2796455549,110796.80784235164,85740.73646341631,116128.9005915071,98841.10582384176,96065.370240984,1193.0000000000002,1998.08838807453,1.674843577598097,98841.10582384176,96065.370240984,-2775.735582857742,-2.808280582984124,gaby,Gaby,7029,0,0,NA,0,0,25,42,-0,-0,2775.735582857742,0
gaby,2025-09-01,Prophet,53085,66984.66447846578,77791.4619004105,70589.58660303107,87633.38160900105,73735.01204654071,70268.04017453895,373.0000000000001,892.940426411365,2.3939421619607635,73735.01204654071,70268.04017453895,-3466.9718720017554,-4.70193436710018,gaby,Gaby,7029,0,0,NA,0,0,25,42,-0,-0,3466.9718720017554,0
gignod,2025-01-01,GAMM,77851,70422.2538472326,71101.47991081644,71817.3550228582,72775.36450358211,NA,NA,570.0000000000001,715.479189207766,1.2552266477329226,71101.47991081644,72775.36450358211,1673.8845927656655,2.354219061073337,gignod,Gignod,7030,0,0,NA,NA,NA,46,35,0,0,1673.8845927656655,0
gignod,2025-02-01,GAMM,68330.99999999994,61169.63624616298,60956.32300246355,63488.15860770422,63648.59317963084,NA,NA,565.0000000000001,869.452283524057,1.5388535991576229,60956.32300246355,63648.59317963084,2692.2701771672873,4.416720111313932,gignod,Gignod,7030,0,0,NA,NA,NA,46,35,0,0,2692.2701771672873,0
gignod,2025-03-01,GAMM,68260.00000000001,58200.3573290899,59208.40839104046,59932.5252418414,62618.424055129486,NA,NA,291,408.962569228483,1.405369653706127,59208.40839104046,62618.424055129486,3410.0156640890273,5.759343574256648,gignod,Gignod,7030,0,0,NA,NA,NA,46,35,0,0,3410.0156640890273,0
gignod,2025-04-01,GAMM,58973.00000000001,50165.9531905849,52173.19118843915,52063.44935099942,56629.66262561635,NA,NA,229.00000000000009,352.406341380567,1.538892320439157,52173.19118843915,56629.66262561635,4456.471437177199,8.541688433589023,gignod,Gignod,7030,0,0,NA,NA,NA,46,35,0,0,4456.471437177199,0
gignod,2025-05-01,GAMM,56022.000000000015,47024.39234604046,52142.6306524062,48367.88855072247,54071.70595562112,NA,NA,471.99999999999983,654.243216791351,1.386108510151168,52142.6306524062,54071.70595562112,1929.0753032149223,3.6996125417502417,gignod,Gignod,7030,0,0,NA,NA,NA,46,35,0,0,1929.0753032149223,0
gignod,2025-06-01,GAMM,56577.00000000002,43887.08155330209,49658.99700339604,44799.99166735994,50834.14373413124,NA,NA,751.9999999999999,954.522723772869,1.2693121326766876,49658.99700339604,50834.14373413124,1175.1467307351995,2.366432674133212,gignod,Gignod,7030,0,0,NA,NA,NA,46,35,0,0,1175.1467307351995,0
gignod,2025-07-01,GAMM,55035.00000000002,43783.20202935984,45706.99204075636,45558.433589492626,48907.9438012268,NA,NA,1852,2933.81370217752,1.584132668562376,45706.99204075636,48907.9438012268,3200.951760470438,7.003199330238563,gignod,Gignod,7030,0,0,NA,NA,NA,46,35,0,0,3200.951760470438,0
gignod,2025-08-01,GAMM,50886.00000000004,45958.490962502525,49899.255378698974,48186.050736376994,54090.66014963484,NA,NA,1831.9999999999995,3168.43280249823,1.7294938878265451,49899.255378698974,54090.66014963484,4191.404770935864,8.399734102495437,gignod,Gignod,7030,0,0,NA,NA,NA,46,35,0,0,4191.404770935864,0
gignod,2025-09-01,GAMM,48781,44368.14340045432,49573.52772239239,47792.709597649584,54276.44203355888,NA,NA,619.0000000000002,1464.47169202352,2.365867030732665,49573.52772239239,54276.44203355888,4702.914311166489,9.486745299835064,gignod,Gignod,7030,0,0,NA,NA,NA,46,35,0,0,4702.914311166489,0
hone,2025-01-01,Mixed,194217.99999999985,201717.1542537881,214611.106508618,201570.0102763943,214284.3692491755,NA,NA,82.00000000000003,102.237421779656,1.2467978265811703,201717.1542537881,201570.0102763943,-147.14397739374544,-0.07294569365609016,hone,Hône,7034,0,0,NA,NA,NA,64,65,-0,-0,147.14397739374544,0
hone,2025-02-01,Mixed,166057.00000000006,171701.90507261027,179137.39559761062,171450.20776934436,178357.85585130527,NA,NA,69.00000000000003,107.540874227809,1.558563394605927,171701.90507261027,171450.20776934436,-251.69730326591525,-0.146589697510624,hone,Hône,7034,0,0,NA,NA,NA,64,65,-0,-0,251.69730326591525,0
hone,2025-03-01,Mixed,161678.99999999997,171447.8579311931,175490.87676443165,171245.3380737248,173877.13576086977,NA,NA,40.00000000000001,57.380093650313,1.4345023412578248,171447.8579311931,171245.3380737248,-202.51985746831633,-0.1181232941093957,hone,Hône,7034,0,0,NA,NA,NA,64,65,-0,-0,202.51985746831633,0
hone,2025-04-01,Mixed,132102.0000000001,148651.42137714435,147832.21593673955,148463.87070846555,146587.0856654057,NA,NA,52.00000000000001,76.306514561603,1.4674329723385189,148651.42137714435,148463.87070846555,-187.5506686787994,-0.1261680964374845,hone,Hône,7034,0,0,NA,NA,NA,64,65,-0,-0,187.5506686787994,0
hone,2025-05-01,Mixed,122498.9999999999,135506.65111894312,136041.22818955124,135366.94697752057,136699.21685100812,NA,NA,112.00000000000004,152.824609110278,1.364505438484625,135506.65111894312,135366.94697752057,-139.70414142255322,-0.1030976267725192,hone,Hône,7034,0,0,NA,NA,NA,64,65,-0,-0,139.70414142255322,0
hone,2025-06-01,Mixed,129402.00000000004,125172.763637803,132459.77426024113,125079.59470474816,132605.94144616197,NA,NA,99.00000000000004,123.936864695531,1.2518875221770802,125172.763637803,125079.59470474816,-93.16893305483973,-0.07443227292195376,hone,Hône,7034,0,0,NA,NA,NA,64,65,-0,-0,93.16893305483973,0
hone,2025-07-01,Mixed,137704.9999999999,142156.98014585732,142191.5123215412,141925.42927546852,145387.7917854548,NA,NA,183.00000000000009,298.574385970437,1.6315540216963764,142156.98014585732,141925.42927546852,-231.55087038880447,-0.1628839260310877,hone,Hône,7034,0,0,NA,NA,NA,64,65,-0,-0,231.55087038880447,0
hone,2025-08-01,Mixed,139521,140036.8030395484,146372.9335071286,139770.7751413181,151518.9422802437,NA,NA,322.9999999999999,571.093292028424,1.768090687394502,140036.8030395484,139770.7751413181,-266.0278982302989,-0.18996998821457775,hone,Hône,7034,0,0,NA,NA,NA,64,65,-0,-0,266.0278982302989,0
hone,2025-09-01,Mixed,86678.00000000007,135489.6796457658,135297.28453082184,135103.09578818895,135727.26697852073,NA,NA,70,165.838852656652,2.3691264665236,135489.6796457658,135103.09578818895,-386.5838575768575,-0.28532347156445814,hone,Hône,7034,0,0,NA,NA,NA,64,65,-0,-0,386.5838575768575,0
introd,2025-01-01,Mixed,126187.00000000004,121446.26496532912,132177.2961531445,121823.89824085768,133799.4558617859,NA,NA,409.00000000000017,522.457304453734,1.2774017223807672,121446.26496532912,121823.89824085768,377.6332755285548,0.31094680074053027,introd,Introd,7035,0,0,NA,0,0,34,59,0,0,377.6332755285548,0
introd,2025-02-01,Mixed,109278.00000000007,106802.83804690903,115016.83154814351,107449.93730616527,118391.61996347764,NA,NA,527,848.30127643775,1.6096798414378557,106802.83804690903,107449.93730616527,647.0992592562252,0.6058820824330624,introd,Introd,7035,0,0,NA,0,0,34,59,0,0,647.0992592562252,0
introd,2025-03-01,Mixed,106510.00000000007,104219.33265267855,111228.09218771718,104681.16420156242,112939.87481902288,NA,NA,301.9999999999999,428.085265092593,1.4175008777900435,104219.33265267855,104681.16420156242,461.83154888385616,0.4431342411517436,introd,Introd,7035,0,0,NA,0,0,34,59,0,0,461.83154888385616,0
introd,2025-04-01,Mixed,94695,95325.92279202706,101603.05676625224,95834.42239152984,103188.13963360323,NA,NA,213.99999999999991,325.774130700658,1.5223090219656925,95325.92279202706,95834.42239152984,508.4995995027712,0.5334326535838096,introd,Introd,7035,0,0,NA,0,0,34,59,0,0,508.4995995027712,0
introd,2025-05-01,Mixed,89669,88249.06330672198,95016.95113358012,88607.37543526456,96364.08495922686,NA,NA,309.99999999999994,426.792028552502,1.3767484792016196,88249.06330672198,88607.37543526456,358.31212854258774,0.4060237186849447,introd,Introd,7035,0,0,NA,0,0,34,59,0,0,358.31212854258774,0
introd,2025-06-01,Mixed,78663.99999999999,82638.37737777815,90054.63387195207,82884.74798299224,91417.12481287312,NA,NA,658,831.944522690304,1.2643533779487903,82638.37737777815,82884.74798299224,246.37060521409148,0.29813098106683533,introd,Introd,7035,0,0,NA,0,0,34,59,0,0,246.37060521409148,0
introd,2025-07-01,Mixed,86839.00000000003,85147.03749076037,90959.9712478677,85654.33214714084,94676.6593446794,NA,NA,1109,1770.41761316399,1.596409029002696,85147.03749076037,85654.33214714084,507.2946563804726,0.5957866196290462,introd,Introd,7035,0,0,NA,0,0,34,59,0,0,507.2946563804726,0
introd,2025-08-01,Mixed,94603.00000000004,90431.52687421611,96428.21978967047,91075.72013569452,100650.11132205078,NA,NA,803.0000000000001,1404.50026619439,1.7490663339905228,90431.52687421611,91075.72013569452,644.1932614784018,0.7123547326303825,introd,Introd,7035,0,0,NA,0,0,34,59,0,0,644.1932614784018,0
introd,2025-09-01,Mixed,58133.000000000015,83868.91700432889,88454.86280279179,84780.40650675588,92661.10623994806,NA,NA,351.99999999999994,825.363577974321,2.344782891972503,83868.91700432889,84780.40650675588,911.4895024269936,1.0868025187209085,introd,Introd,7035,0,0,NA,0,0,34,59,0,0,911.4895024269936,0
issime,2025-01-01,Mixed,86930.99999999996,76260.5701239795,79113.26111135309,76366.6535305685,80034.06667400374,NA,NA,107.00000000000004,143.968978440724,1.345504471408635,76260.5701239795,76366.6535305685,106.08340658899397,0.1391064955540422,issime,Issime,7036,0,0,NA,NA,NA,62,72,0,0,106.08340658899397,0
issime,2025-02-01,Mixed,73045.99999999999,66530.54542321968,66835.32220966257,66690.06558618692,68284.59067604748,NA,NA,115,191.626829911411,1.6663202600992262,66530.54542321968,66690.06558618692,159.5201629672374,0.2397698109229074,issime,Issime,7036,0,0,NA,NA,NA,62,72,0,0,159.5201629672374,0
issime,2025-03-01,Mixed,73536.00000000006,66898.43565273767,67492.59151556499,67024.06519366724,68573.60661293581,NA,NA,105.99999999999996,158.198386777985,1.4924376111130666,66898.43565273767,67024.06519366724,125.6295409295708,0.18779144789229377,issime,Issime,7036,0,0,NA,NA,NA,62,72,0,0,125.6295409295708,0
issime,2025-04-01,Mixed,64428.99999999995,64188.36048587855,62761.639546815866,64308.80128789305,63585.97992154342,NA,NA,53.00000000000001,79.3167832072624,1.4965430793823091,64188.36048587855,64308.80128789305,120.44080201450561,0.18763651400786063,issime,Issime,7036,0,0,NA,NA,NA,62,72,0,0,120.44080201450561,0
issime,2025-05-01,Mixed,61815.00000000001,59762.0271352829,57224.686545891935,59850.34980774368,57869.80090505602,NA,NA,80.00000000000003,109.741767511955,1.371772093899437,59762.0271352829,59850.34980774368,88.32267246078118,0.14779062340180005,issime,Issime,7036,0,0,NA,NA,NA,62,72,0,0,88.32267246078118,0
issime,2025-06-01,Mixed,59488,60437.75138042132,58640.40588654779,60489.279640819565,59031.420942173965,NA,NA,94,112.79011077624,1.1998947954919148,60437.75138042132,60489.279640819565,51.5282603982414,0.08525840095192638,issime,Issime,7036,0,0,NA,NA,NA,62,72,0,0,51.5282603982414,0
issime,2025-07-01,Mixed,71822,64941.641823316866,62097.583887597226,65067.13039443901,63046.2911708857,NA,NA,84.99999999999997,128.433985514221,1.5109880648731888,64941.641823316866,65067.13039443901,125.48857112214318,0.19323282811904985,issime,Issime,7036,0,0,NA,NA,NA,62,72,0,0,125.48857112214318,0
issime,2025-08-01,Mixed,77985.00000000003,68308.44290535855,67227.60353835291,68465.08018420641,68529.18848564022,NA,NA,98,159.803432824258,1.6306472737169186,68308.44290535855,68465.08018420641,156.63727884786204,0.22930881189149321,issime,Issime,7036,0,0,NA,NA,NA,62,72,0,0,156.63727884786204,0
issime,2025-09-01,Mixed,41566.999999999985,60357.73878025538,59226.056363083895,60603.52643307702,61595.8547642923,NA,NA,113.00000000000004,268.571035455526,2.3767348270400523,60357.73878025538,60603.52643307702,245.78765282164383,0.40721812610722274,issime,Issime,7036,0,0,NA,NA,NA,62,72,0,0,245.78765282164383,0
issogne,2025-01-01,Mixed,213019.9999999999,195138.2946430722,203666.80896883065,195054.95624125737,204005.5856736745,NA,NA,45.99999999999999,57.9661839819719,1.2601344343906935,195138.2946430722,195054.95624125737,-83.33840181483538,-0.0427073537601963,issogne,Issogne,7037,0,0,NA,NA,NA,73,23,-0,-0,83.33840181483538,0
issogne,2025-02-01,Mixed,184622.9999999999,175358.2120181958,177100.93835964304,175220.65503037898,177578.4926450285,NA,NA,35.99999999999999,55.1261080843874,1.5312807801218724,175358.2120181958,175220.65503037898,-137.55698781681713,-0.0784434251659416,issogne,Issogne,7037,0,0,NA,NA,NA,73,23,-0,-0,137.55698781681713,0
issogne,2025-03-01,Mixed,199142.99999999988,183234.69493571337,180811.77253543053,183106.81625152024,181221.06051105287,NA,NA,33.00000000000001,48.2573855278331,1.462345015994942,183234.69493571337,183106.81625152024,-127.87868419309962,-0.06978955827005029,issogne,Issogne,7037,0,0,NA,NA,NA,73,23,-0,-0,127.87868419309962,0
issogne,2025-04-01,Mixed,200998.9999999999,180994.44947556153,180122.55972898786,180848.43130910944,181092.3230568535,NA,NA,12.999999999999996,20.490304547249,1.576177272865308,180994.44947556153,180848.43130910944,-146.01816645209328,-0.08067549412437147,issogne,Issogne,7037,0,0,NA,NA,NA,73,23,-0,-0,146.01816645209328,0
issogne,2025-05-01,Mixed,193144.99999999985,172917.89639982226,180362.99145197743,172812.74574216254,180990.2353632568,NA,NA,55.00000000000002,76.3497434376069,1.388177153411034,172917.89639982226,172812.74574216254,-105.15065765971669,-0.06080958642741274,issogne,Issogne,7037,0,0,NA,NA,NA,73,23,-0,-0,105.15065765971669,0
issogne,2025-06-01,Mixed,187981,175973.2538732226,180576.02780535608,175903.5076182009,181086.94542996943,NA,NA,65.99999999999997,81.6972571803391,1.2378372300051383,175973.2538732226,175903.5076182009,-69.74625502168783,-0.03963457712269358,issogne,Issogne,7037,0,0,NA,NA,NA,73,23,-0,-0,69.74625502168783,0
