"Codice comune","Comune","Sesso","Popolazione censita al 1° gennaio","Nati vivi","Morti","Saldo naturale","Immigrati da altro comune","Emigrati per altro comune","Saldo migratorio interno","Immigrati dall'estero","Emigrati per l'estero","Saldo migratorio con l'estero","Unità in più/meno dovute a variazioni territoriali","Aggiustamento statistico","Saldo totale","Popolazione censita al 31 dicembre","Numero di famiglie al 31 dicembre","Popolazione censita al 31 dicembre residente in famiglia","Numero medio di componenti per famiglia al 31 dicembre","Numero di convivenze al 31 dicembre","Popolazione censita al 31 dicembre residente in convivenza"
"007006","Avise","Maschi","145","1","4","-3","8","3","5","0","0","0","0","-2","0","145","","145","","","0"
"007006","Avise","Femmine","158","0","2","-2","5","5","0","0","0","0","0","0","-2","156","","156","","","0"
"007006","Avise","Totale","303","1","6","-5","13","8","5","0","0","0","0","-2","-2","301","139","301","2.2","0","0"
"007007","Ayas","Maschi","690","3","8","-5","25","12","13","2","9","-7","0","2","3","693","","693","","","0"
"007007","Ayas","Femmine","679","3","9","-6","18","18","0","2","7","-5","0","-3","-14","665","","665","","","0"
"007007","Ayas","Totale","1369","6","17","-11","43","30","13","4","16","-12","0","-1","-11","1358","673","1358","2.0","0","0"
"007008","Aymavilles","Maschi","1032","1","16","-15","31","28","3","7","0","7","0","1","-4","1028","","1024","","","4"
"007008","Aymavilles","Femmine","1064","3","17","-14","46","28","18","3","0","3","0","-1","6","1070","","1064","","","6"
"007008","Aymavilles","Totale","2096","4","33","-29","77","56","21","10","0","10","0","0","2","2098","985","2088","2.1","1","10"
"007009","Bard","Maschi","43","0","0","0","0","3","-3","0","0","0","0","0","-3","40","","40","","","0"
"007009","Bard","Femmine","59","0","1","-1","6","3","3","1","0","1","0","0","3","62","","62","","","0"
"007009","Bard","Totale","102","0","1","-1","6","6","0","1","0","1","0","0","0","102","55","102","1.9","0","0"
"007010","Bionaz","Maschi","118","0","2","-2","1","4","-3","0","0","0","0","0","-5","113","","113","","","0"
"007010","Bionaz","Femmine","104","1","1","0","2","1","1","0","1","-1","0","0","0","104","","104","","","0"
"007010","Bionaz","Totale","222","1","3","-2","3","5","-2","0","1","-1","0","0","-5","217","112","217","1.9","0","0"
"007011","Brissogne","Maschi","494","2","5","-3","34","20","14","0","2","-2","0","-1","8","502","","463","","","39"
"007011","Brissogne","Femmine","459","2","4","-2","21","8","13","1","2","-1","0","1","11","470","","467","","","3"
"007011","Brissogne","Totale","953","4","9","-5","55","28","27","1","4","-3","0","0","19","972","425","930","2.2","2","42"
"007012","Brusson","Maschi","401","3","10","-7","26","10","16","0","2","-2","0","0","7","408","","394","","","14"
"007012","Brusson","Femmine","413","5","11","-6","21","11","10","0","7","-7","0","0","-3","410","","403","","","7"
"007012","Brusson","Totale","814","8","21","-13","47","21","26","0","9","-9","0","0","4","818","421","797","1.9","3","21"
"007013","Challand-Saint-Anselme","Maschi","378","1","4","-3","15","10","5","3","2","1","0","0","3","381","","381","","","0"
"007013","Challand-Saint-Anselme","Femmine","362","3","2","1","10","11","-1","2","1","1","0","0","1","363","","361","","","2"
"007013","Challand-Saint-Anselme","Totale","740","4","6","-2","25","21","4","5","3","2","0","0","4","744","364","742","2.0","1","2"
"007014","Challand-Saint-Victor","Maschi","274","1","2","-1","18","6","12","4","1","3","0","0","14","288","","284","","","4"
"007014","Challand-Saint-Victor","Femmine","272","3","3","0","4","7","-3","3","0","3","0","0","0","272","","272","","","0"
"007014","Challand-Saint-Victor","Totale","546","4","5","-1","22","13","9","7","1","6","0","0","14","560","292","556","1.9","1","4"
"007015","Chambave","Maschi","431","2","8","-6","19","13","6","5","4","1","0","-2","-1","430","","430","","","0"
"007015","Chambave","Femmine","438","4","2","2","17","9","8","6","4","2","0","0","12","450","","450","","","0"
"007015","Chambave","Totale","869","6","10","-4","36","22","14","11","8","3","0","-2","11","880","451","880","2.0","0","0"
"007016","Chamois","Maschi","59","0","2","-2","7","2","5","2","0","2","0","0","5","64","","64","","","0"
"007016","Chamois","Femmine","49","0","2","-2","3","3","0","1","0","1","0","0","-1","48","","48","","","0"
"007016","Chamois","Totale","108","0","4","-4","10","5","5","3","0","3","0","0","4","112","70","112","1.6","0","0"
"007017","Champdepraz","Maschi","343","2","1","1","8","12","-4","4","3","1","0","1","-1","342","","342","","","0"
"007017","Champdepraz","Femmine","383","5","3","2","10","24","-14","2","0","2","0","0","-10","373","","373","","","0"
"007017","Champdepraz","Totale","726","7","4","3","18","36","-18","6","3","3","0","1","-11","715","359","715","2.0","0","0"
"007018","Champorcher","Maschi","188","0","2","-2","7","8","-1","2","0","2","0","0","-1","187","","186","","","1"
"007018","Champorcher","Femmine","181","2","3","-1","11","12","-1","7","3","4","0","-1","1","182","","180","","","2"
"007018","Champorcher","Totale","369","2","5","-3","18","20","-2","9","3","6","0","-1","0","369","225","366","1.6","1","3"
"007019","Charvensod","Maschi","1183","7","14","-7","45","48","-3","6","11","-5","0","3","-12","1171","","1171","","","0"
"007019","Charvensod","Femmine","1240","2","8","-6","54","64","-10","4","6","-2","0","2","-16","1224","","1220","","","4"
"007019","Charvensod","Totale","2423","9","22","-13","99","112","-13","10","17","-7","0","5","-28","2395","1132","2391","2.1","1","4"
"007020","Châtillon","Maschi","2138","6","30","-24","66","87","-21","30","10","20","0","-7","-32","2106","","2052","","","54"
"007020","Châtillon","Femmine","2208","8","23","-15","81","88","-7","18","7","11","0","0","-11","2197","","2187","","","10"
"007020","Châtillon","Totale","4346","14","53","-39","147","175","-28","48","17","31","0","-7","-43","4303","2148","4239","2.0","7","64"
"007021","Cogne","Maschi","648","2","7","-5","24","18","6","9","1","8","0","0","9","657","","650","","","7"
"007021","Cogne","Femmine","662","5","6","-1","21","16","5","8","7","1","0","3","8","670","","669","","","1"
"007021","Cogne","Totale","1310","7","13","-6","45","34","11","17","8","9","0","3","17","1327","731","1319","1.8","1","8"
"007022","Courmayeur","Maschi","1304","5","9","-4","40","74","-34","8","3","5","0","-9","-42","1262","","1242","","","20"
"007022","Courmayeur","Femmine","1298","7","15","-8","36","59","-23","6","6","0","0","-8","-39","1259","","1254","","","5"
"007022","Courmayeur","Totale","2602","12","24","-12","76","133","-57","14","9","5","0","-17","-81","2521","1355","2496","1.8","5","25"
"007023","Donnas","Maschi","1168","7","21","-14","39","30","9","13","14","-1","0","0","-6","1162","","1131","","","31"
"007023","Donnas","Femmine","1223","7","21","-14","40","22","18","9","7","2","0","1","7","1230","","1190","","","40"
"007023","Donnas","Totale","2391","14","42","-28","79","52","27","22","21","1","0","1","1","2392","1134","2321","2.0","3","71"
"007024","Doues","Maschi","245","2","5","-3","14","8","6","4","0","4","0","0","7","252","","246","","","6"
"007024","Doues","Femmine","260","3","3","0","8","7","1","1","0","1","0","0","2","262","","259","","","3"
"007024","Doues","Totale","505","5","8","-3","22","15","7","5","0","5","0","0","9","514","255","505","2.0","1","9"
"007025","Emarèse","Maschi","113","0","1","-1","6","2","4","0","0","0","0","0","3","116","","114","","","2"
"007025","Emarèse","Femmine","112","0","0","0","7","3","4","1","0","1","0","0","5","117","","114","","","3"
"007025","Emarèse","Totale","225","0","1","-1","13","5","8","1","0","1","0","0","8","233","118","228","1.9","1","5"
"007026","Etroubles","Maschi","257","3","6","-3","13","14","-1","3","0","3","0","0","-1","256","","253","","","3"
"007026","Etroubles","Femmine","224","2","0","2","10","14","-4","0","2","-2","0","0","-4","220","","219","","","1"
"007026","Etroubles","Totale","481","5","6","-1","23","28","-5","3","2","1","0","0","-5","476","255","472","1.9","2","4"
"007027","Fénis","Maschi","851","9","11","-2","31","15","16","1","3","-2","0","-2","10","861","","861","","","0"
"007027","Fénis","Femmine","918","4","7","-3","38","25","13","4","3","1","0","-1","10","928","","921","","","7"
"007027","Fénis","Totale","1769","13","18","-5","69","40","29","5","6","-1","0","-3","20","1789","875","1782","2.0","1","7"
"007028","Fontainemore","Maschi","226","0","5","-5","6","10","-4","15","1","14","0","1","6","232","","232","","","0"
"007028","Fontainemore","Femmine","206","1","3","-2","9","9","0","10","0","10","0","1","9","215","","215","","","0"
"007028","Fontainemore","Totale","432","1","8","-7","15","19","-4","25","1","24","0","2","15","447","258","447","1.7","0","0"
"007029","Gaby","Maschi","212","0","4","-4","3","6","-3","0","2","-2","0","-1","-10","202","","200","","","2"
"007029","Gaby","Femmine","206","1","3","-2","5","8","-3","1","0","1","0","-1","-5","201","","197","","","4"
"007029","Gaby","Totale","418","1","7","-6","8","14","-6","1","2","-1","0","-2","-15","403","229","397","1.7","1","6"
"007030","Gignod","Maschi","854","4","10","-6","28","30","-2","6","6","0","0","1","-7","847","","847","","","0"
"007030","Gignod","Femmine","833","2","4","-2","34","25","9","4","2","2","0","6","15","848","","847","","","1"
"007030","Gignod","Totale","1687","6","14","-8","62","55","7","10","8","2","0","7","8","1695","813","1694","2.1","1","1"
"007031","Gressan","Maschi","1664","6","19","-13","52","74","-22","9","7","2","0","-5","-38","1626","","1619","","","7"
"007031","Gressan","Femmine","1711","10","19","-9","64","68","-4","8","6","2","0","-2","-13","1698","","1689","","","9"
"007031","Gressan","Totale","3375","16","38","-22","116","142","-26","17","13","4","0","-7","-51","3324","1612","3308","2.1","1","16"
"007032","Gressoney-La-Trinité","Maschi","152","3","2","1","5","3","2","0","0","0","0","0","3","155","","155","","","0"
"007032","Gressoney-La-Trinité","Femmine","168","0","4","-4","4","2","2","2","1","1","0","0","-1","167","","167","","","0"
"007032","Gressoney-La-Trinité","Totale","320","3","6","-3","9","5","4","2","1","1","0","0","2","322","141","322","2.3","0","0"
"007033","Gressoney-Saint-Jean","Maschi","380","2","2","0","19","14","5","4","1","3","0","0","8","388","","384","","","4"
"007033","Gressoney-Saint-Jean","Femmine","380","3","4","-1","12","16","-4","7","3","4","0","0","-1","379","","378","","","1"
"007033","Gressoney-Saint-Jean","Totale","760","5","6","-1","31","30","1","11","4","7","0","0","7","767","385","762","2.0","2","5"
"007034","Hône","Maschi","561","4","7","-3","13","24","-11","4","1","3","0","1","-10","551","","545","","","6"
"007034","Hône","Femmine","598","5","5","0","19","16","3","6","1","5","0","1","9","607","","598","","","9"
"007034","Hône","Totale","1159","9","12","-3","32","40","-8","10","2","8","0","2","-1","1158","564","1143","2.0","2","15"
"007035","Introd","Maschi","330","2","5","-3","4","10","-6","0","5","-5","0","0","-14","316","","313","","","3"
"007035","Introd","Femmine","323","2","8","-6","10","14","-4","3","1","2","0","0","-8","315","","312","","","3"
"007035","Introd","Totale","653","4","13","-9","14","24","-10","3","6","-3","0","0","-22","631","298","625","2.1","1","6"
"007036","Issime","Maschi","185","0","3","-3","6","5","1","2","1","1","0","1","0","185","","185","","","0"
"007036","Issime","Femmine","196","2","2","0","4","9","-5","1","1","0","0","0","-5","191","","191","","","0"
"007036","Issime","Totale","381","2","5","-3","10","14","-4","3","2","1","0","1","-5","376","201","376","1.9","0","0"
"007037","Issogne","Maschi","646","4","15","-11","12","17","-5","6","0","6","0","-2","-12","634","","634","","","0"
"007037","Issogne","Femmine","644","4","4","0","19","24","-5","3","0","3","0","-1","-3","641","","641","","","0"
"007037","Issogne","Totale","1290","8","19","-11","31","41","-10","9","0","9","0","-3","-15","1275","645","1275","2.0","0","0"
"007038","Jovençan","Maschi","362","4","3","1","14","17","-3","1","3","-2","0","0","-4","358","","358","","","0"
"007038","Jovençan","Femmine","352","1","3","-2","24","14","10","2","6","-4","0","0","4","356","","356","","","0"
"007038","Jovençan","Totale","714","5","6","-1","38","31","7","3","9","-6","0","0","0","714","340","714","2.1","0","0"
"007039","La Magdeleine","Maschi","55","0","1","-1","5","1","4","3","0","3","0","0","6","61","","61","","","0"
"007039","La Magdeleine","Femmine","44","1","0","1","3","2","1","0","0","0","0","0","2","46","","46","","","0"
"007039","La Magdeleine","Totale","99","1","1","0","8","3","5","3","0","3","0","0","8","107","69","107","1.6","0","0"
"007040","La Salle","Maschi","1020","10","5","5","52","44","8","14","12","2","0","0","15","1035","","1033","","","2"
"007040","La Salle","Femmine","1012","9","12","-3","49","41","8","3","11","-8","0","-1","-4","1008","","999","","","9"
"007040","La Salle","Totale","2032","19","17","2","101","85","16","17","23","-6","0","-1","11","2043","1063","2032","1.9","1","11"
"007041","La Thuile","Maschi","408","2","2","0","14","17","-3","4","0","4","0","-3","-2","406","","405","","","1"
"007041","La Thuile","Femmine","368","3","5","-2","13","15","-2","4","0","4","0","0","0","368","","368","","","0"
"007041","La Thuile","Totale","776","5","7","-2","27","32","-5","8","0","8","0","-3","-2","774","425","773","1.8","1","1"
"007042","Lillianes","Maschi","195","0","3","-3","8","4","4","0","0","0","0","0","1","196","","196","","","0"
"007042","Lillianes","Femmine","217","5","4","1","6","3","3","2","0","2","0","0","6","223","","223","","","0"
"007042","Lillianes","Totale","412","5","7","-2","14","7","7","2","0","2","0","0","7","419","218","419","1.9","0","0"
"007043","Montjovet","Maschi","886","3","16","-13","40","31","9","5","1","4","0","-2","-2","884","","884","","","0"
"007043","Montjovet","Femmine","862","3","8","-5","34","30","4","1","4","-3","0","0","-4","858","","856","","","2"
"007043","Montjovet","Totale","1748","6","24","-18","74","61","13","6","5","1","0","-2","-6","1742","845","1740","2.1","1","2"
"007044","Morgex","Maschi","998","9","15","-6","45","45","0","7","2","5","0","-3","-4","994","","989","","","5"
"007044","Morgex","Femmine","1059","5","11","-6","41","39","2","8","2","6","0","2","4","1063","","1059","","","4"
"007044","Morgex","Totale","2057","14","26","-12","86","84","2","15","4","11","0","-1","0","2057","998","2048","2.1","2","9"
"007045","Nus","Maschi","1472","12","16","-4","56","64","-8","6","8","-2","0","-3","-17","1455","","1450","","","5"
"007045","Nus","Femmine","1478","10","10","0","55","54","1","6","4","2","0","-5","-2","1476","","1475","","","1"
"007045","Nus","Totale","2950","22","26","-4","111","118","-7","12","12","0","0","-8","-19","2931","1384","2925","2.1","2","6"
"007046","Ollomont","Maschi","85","0","0","0","5","2","3","0","1","-1","0","0","2","87","","87","","","0"
"007046","Ollomont","Femmine","80","1","2","-1","3","2","1","1","0","1","0","0","1","81","","81","","","0"
"007046","Ollomont","Totale","165","1","2","-1","8","4","4","1","1","0","0","0","3","168","100","168","1.7","0","0"
"007047","Oyace","Maschi","106","0","1","-1","2","4","-2","1","0","1","0","0","-2","104","","104","","","0"
"007047","Oyace","Femmine","96","0","0","0","3","2","1","0","0","0","0","0","1","97","","97","","","0"
"007047","Oyace","Totale","202","0","1","-1","5","6","-1","1","0","1","0","0","-1","201","104","201","1.9","0","0"
"007048","Perloz","Maschi","219","1","1","0","7","10","-3","1","1","0","0","-1","-4","215","","215","","","0"
"007048","Perloz","Femmine","232","1","3","-2","14","10","4","0","0","0","0","-1","1","233","","222","","","11"
"007048","Perloz","Totale","451","2","4","-2","21","20","1","1","1","0","0","-2","-3","448","226","437","1.9","2","11"
"007049","Pollein","Maschi","751","3","8","-5","35","42","-7","3","6","-3","0","0","-15","736","","736","","","0"
"007049","Pollein","Femmine","750","2","8","-6","24","49","-25","3","6","-3","0","0","-34","716","","716","","","0"
"007049","Pollein","Totale","1501","5","16","-11","59","91","-32","6","12","-6","0","0","-49","1452","653","1452","2.2","0","0"
"007050","Pontboset","Maschi","95","0","0","0","2","1","1","1","0","1","0","0","2","97","","97","","","0"
"007050","Pontboset","Femmine","75","0","0","0","3","0","3","1","0","1","0","0","4","79","","79","","","0"
"007050","Pontboset","Totale","170","0","0","0","5","1","4","2","0","2","0","0","6","176","96","176","1.8","0","0"
"007051","Pontey","Maschi","397","0","6","-6","16","18","-2","5","2","3","0","0","-5","392","","385","","","7"
"007051","Pontey","Femmine","381","3","8","-5","19","18","1","9","1","8","0","1","5","386","","377","","","9"
"007051","Pontey","Totale","778","3","14","-11","35","36","-1","14","3","11","0","1","0","778","360","762","2.1","2","16"
"007052","Pont-Saint-Martin","Maschi","1696","11","24","-13","61","56","5","20","8","12","0","1","5","1701","","1698","","","3"
"007052","Pont-Saint-Martin","Femmine","1845","7","21","-14","41","60","-19","17","11","6","0","7","-20","1825","","1825","","","0"
"007052","Pont-Saint-Martin","Totale","3541","18","45","-27","102","116","-14","37","19","18","0","8","-15","3526","1681","3523","2.1","1","3"
"007053","Pré-Saint-Didier","Maschi","506","0","5","-5","20","16","4","9","0","9","0","0","8","514","","514","","","0"
"007053","Pré-Saint-Didier","Femmine","449","2","6","-4","21","17","4","0","2","-2","0","2","0","449","","449","","","0"
"007053","Pré-Saint-Didier","Totale","955","2","11","-9","41","33","8","9","2","7","0","2","8","963","493","963","2.0","0","0"
"007054","Quart","Maschi","2063","13","15","-2","89","72","17","6","5","1","0","-3","13","2076","","2076","","","0"
"007054","Quart","Femmine","2064","10","14","-4","99","69","30","9","3","6","0","-5","27","2091","","2083","","","8"
"007054","Quart","Totale","4127","23","29","-6","188","141","47","15","8","7","0","-8","40","4167","1933","4159","2.2","1","8"
"007055","Rhêmes-Notre-Dame","Maschi","41","0","0","0","2","2","0","0","0","0","0","0","0","41","","41","","","0"
"007055","Rhêmes-Notre-Dame","Femmine","35","0","0","0","1","1","0","0","0","0","0","0","0","35","","35","","","0"
"007055","Rhêmes-Notre-Dame","Totale","76","0","0","0","3","3","0","0","0","0","0","0","0","76","44","76","1.7","0","0"
"007056","Rhêmes-Saint-Georges","Maschi","87","1","0","1","2","1","1","0","0","0","0","0","2","89","","89","","","0"
"007056","Rhêmes-Saint-Georges","Femmine","76","0","0","0","3","0","3","0","0","0","0","0","3","79","","79","","","0"
"007056","Rhêmes-Saint-Georges","Totale","163","1","0","1","5","1","4","0","0","0","0","0","5","168","86","168","2.0","0","0"
"007057","Roisan","Maschi","512","2","3","-1","16","14","2","2","1","1","0","-2","0","512","","510","","","2"
"007057","Roisan","Femmine","502","2","4","-2","13","17","-4","1","1","0","0","-1","-7","495","","486","","","9"
"007057","Roisan","Totale","1014","4","7","-3","29","31","-2","3","2","1","0","-3","-7","1007","451","996","2.2","1","11"
"007058","Saint-Christophe","Maschi","1749","6","19","-13","64","75","-11","4","5","-1","0","-2","-27","1722","","1715","","","7"
"007058","Saint-Christophe","Femmine","1719","9","18","-9","56","74","-18","7","8","-1","0","-1","-29","1690","","1678","","","12"
"007058","Saint-Christophe","Totale","3468","15","37","-22","120","149","-29","11","13","-2","0","-3","-56","3412","1614","3393","2.1","2","19"
"007059","Saint-Denis","Maschi","190","2","4","-2","6","8","-2","3","0","3","0","0","-1","189","","189","","","0"
"007059","Saint-Denis","Femmine","178","1","1","0","6","8","-2","0","0","0","0","0","-2","176","","176","","","0"
"007059","Saint-Denis","Totale","368","3","5","-2","12","16","-4","3","0","3","0","0","-3","365","182","365","2.0","0","0"
"007060","Saint-Marcel","Maschi","652","3","9","-6","21","26","-5","4","8","-4","0","-2","-17","635","","631","","","4"
"007060","Saint-Marcel","Femmine","679","3","7","-4","15","23","-8","0","4","-4","0","-2","-18","661","","661","","","0"
"007060","Saint-Marcel","Totale","1331","6","16","-10","36","49","-13","4","12","-8","0","-4","-35","1296","606","1292","2.1","1","4"
"007061","Saint-Nicolas","Maschi","179","1","2","-1","3","7","-4","0","0","0","0","-1","-6","173","","173","","","0"
"007061","Saint-Nicolas","Femmine","155","2","1","1","7","8","-1","0","2","-2","0","-2","-4","151","","151","","","0"
"007061","Saint-Nicolas","Totale","334","3","3","0","10","15","-5","0","2","-2","0","-3","-10","324","164","324","2.0","0","0"
"007062","Saint-Oyen","Maschi","85","2","1","1","3","6","-3","2","0","2","0","0","0","85","","85","","","0"
"007062","Saint-Oyen","Femmine","109","0","1","-1","3","7","-4","3","1","2","0","0","-3","106","","90","","","16"
"007062","Saint-Oyen","Totale","194","2","2","0","6","13","-7","5","1","4","0","0","-3","191","89","175","2.0","1","16"
"007063","Saint-Pierre","Maschi","1635","7","15","-8","61","87","-26","6","4","2","0","-4","-36","1599","","1586","","","13"
"007063","Saint-Pierre","Femmine","1657","11","11","0","60","77","-17","8","10","-2","0","1","-18","1639","","1635","","","4"
"007063","Saint-Pierre","Totale","3292","18","26","-8","121","164","-43","14","14","0","0","-3","-54","3238","1569","3221","2.1","3","17"
"007064","Saint-Rhémy-en-Bosses","Maschi","180","0","1","-1","13","17","-4","11","0","11","0","1","7","187","","162","","","25"
"007064","Saint-Rhémy-en-Bosses","Femmine","151","0","1","-1","4","4","0","2","1","1","0","0","0","151","","151","","","0"
"007064","Saint-Rhémy-en-Bosses","Totale","331","0","2","-2","17","21","-4","13","1","12","0","1","7","338","186","313","1.7","3","25"
"007065","Saint-Vincent","Maschi","2175","7","20","-13","89","79","10","23","13","10","0","-20","-13","2162","","2140","","","22"
"007065","Saint-Vincent","Femmine","2281","15","28","-13","91","100","-9","13","15","-2","0","-2","-26","2255","","2246","","","9"
"007065","Saint-Vincent","Totale","4456","22","48","-26","180","179","1","36","28","8","0","-22","-39","4417","2361","4386","1.9","3","31"
"007066","Sarre","Maschi","2307","9","25","-16","106","82","24","17","9","8","0","1","17","2324","","2307","","","17"
"007066","Sarre","Femmine","2480","11","22","-11","96","123","-27","19","10","9","0","0","-29","2451","","2440","","","11"
"007066","Sarre","Totale","4787","20","47","-27","202","205","-3","36","19","17","0","1","-12","4775","2281","4747","2.1","4","28"
"007067","Torgnon","Maschi","299","1","3","-2","16","7","9","2","2","0","0","0","7","306","","306","","","0"
"007067","Torgnon","Femmine","258","0","0","0","11","12","-1","2","0","2","0","0","1","259","","259","","","0"
"007067","Torgnon","Totale","557","1","3","-2","27","19","8","4","2","2","0","0","8","565","299","565","1.9","0","0"
"007068","Valgrisenche","Maschi","107","1","2","-1","2","3","-1","1","0","1","0","0","-1","106","","106","","","0"
"007068","Valgrisenche","Femmine","79","1","2","-1","3","2","1","4","0","4","0","-1","3","82","","82","","","0"
"007068","Valgrisenche","Totale","186","2","4","-2","5","5","0","5","0","5","0","-1","2","188","107","188","1.8","0","0"
"007069","Valpelline","Maschi","310","3","5","-2","18","10","8","1","1","0","0","-2","4","314","","311","","","3"
"007069","Valpelline","Femmine","278","1","4","-3","12","9","3","2","0","2","0","-2","0","278","","278","","","0"
"007069","Valpelline","Totale","588","4","9","-5","30","19","11","3","1","2","0","-4","4","592","306","589","1.9","1","3"
"007070","Valsavarenche","Maschi","80","0","1","-1","3","3","0","1","1","0","0","0","-1","79","","79","","","0"
"007070","Valsavarenche","Femmine","74","0","0","0","2","3","-1","0","0","0","0","0","-1","73","","73","","","0"
"007070","Valsavarenche","Totale","154","0","1","-1","5","6","-1","1","1","0","0","0","-2","152","99","152","1.5","0","0"
"007071","Valtournenche","Maschi","1151","9","5","4","43","34","9","16","13","3","0","-6","10","1161","","1155","","","6"
"007071","Valtournenche","Femmine","1028","8","8","0","29","33","-4","16","8","8","0","-4","0","1028","","1022","","","6"
"007071","Valtournenche","Totale","2179","17","13","4","72","67","5","32","21","11","0","-10","10","2189","1202","2177","1.8","4","12"
"007072","Verrayes","Maschi","652","4","6","-2","11","31","-20","4","1","3","0","-2","-21","631","","631","","","0"
"007072","Verrayes","Femmine","631","4","13","-9","21","22","-1","4","2","2","0","-1","-9","622","","622","","","0"
"007072","Verrayes","Totale","1283","8","19","-11","32","53","-21","8","3","5","0","-3","-30","1253","613","1253","2.0","0","0"
"007073","Verrès","Maschi","1229","6","10","-4","71","42","29","12","7","5","0","-1","29","1258","","1254","","","4"
"007073","Verrès","Femmine","1279","10","22","-12","61","45","16","12","5","7","0","0","11","1290","","1277","","","13"
"007073","Verrès","Totale","2508","16","32","-16","132","87","45","24","12","12","0","-1","40","2548","1254","2531","2.0","3","17"
"007074","Villeneuve","Maschi","696","3","6","-3","33","23","10","18","3","15","0","-26","-4","692","","663","","","29"
"007074","Villeneuve","Femmine","580","5","8","-3","27","25","2","3","1","2","0","-1","0","580","","576","","","4"
"007074","Villeneuve","Totale","1276","8","14","-6","60","48","12","21","4","17","0","-27","-4","1272","593","1239","2.1","1","33"
