rep,date,arrivals,comune_key,comune_nome,share,arrivals_comune,totale_arrivi,tourism_multiplier
1,2025-01-01,172412.075728069,oyace,Oyace,1.03034532012999e-9,1.7764397536031e-4,0,177643.97536031
1,2025-01-01,172412.075728069,perloz,Perloz,4.0186007973529e-4,69.2855304994085,60,1.1547588416568082
1,2025-01-01,172412.075728069,pollein,Pollein,0.015607789930112,2690.97145937825,2204,1.2209489380119103
1,2025-01-01,172412.075728069,pontboset,Pontboset,9.257124700532e-4,159.604008489231,142,1.1239718907692324
1,2025-01-01,172412.075728069,pontey,Pontey,5.3899391607539e-4,92.9290598753584,78,1.191398203530236
1,2025-01-01,172412.075728069,pre saint didier,Pré-Saint-Didier,0.0531129845845131,9157.31992032881,7450,1.2291704591045383
1,2025-01-01,172412.075728069,quart,Quart,0.00529152777848886,912.323288062,748,1.2196835401898396
1,2025-01-01,172412.075728069,rhemes saint georges,Rhêmes-Saint-Georges,8.5299482923242e-4,147.066609093271,138,1.0657000658932683
1,2025-01-01,172412.075728069,roisan,Roisan,6.9881234086356e-4,120.483686232679,106,1.1366385493648963
1,2025-01-01,172412.075728069,saint christophe,Saint-Christophe,0.00490759983100429,846.129473706168,690,1.2262745995741566
1,2025-01-01,172412.075728069,saint marcel,Saint-Marcel,7.0683303975882e-4,121.866551578,104,1.171793765173077
1,2025-01-01,172412.075728069,saint nicolas,Saint-Nicolas,0.00321617693160761,554.507740687199,476,1.1649322283344516
1,2025-01-01,172412.075728069,saint oyen,Saint-Oyen,0.00217858671184984,375.614657143619,335,1.1212377825182658
1,2025-01-01,172412.075728069,saint pierre,Saint-Pierre,0.00757724539743582,1306.40860727286,1084,1.2051739919491329
1,2025-01-01,172412.075728069,saint rhemy en bosses,Saint-Rhémy-en-Bosses,0.00352599887732802,607.924785454963,547,1.1113798637202248
1,2025-01-01,172412.075728069,saint vincent,Saint-Vincent,0.0476081746235086,8208.22420846348,6598,1.2440473186516339
1,2025-01-01,172412.075728069,sarre,Sarre,0.00746830765450726,1287.62642488942,1123,1.1465952136147997
1,2025-01-01,172412.075728069,torgnon,Torgnon,0.0192847486663296,3324.92354745599,2788,1.1925837688149175
1,2025-01-01,172412.075728069,valsavarenche,Valsavarenche,8.9099742929051e-4,153.618716252351,149,1.0309980956533624
1,2025-01-01,172412.075728069,valtournenche,Valtournenche,0.151304745659939,26086.7652667376,21084,1.2372778062387402
1,2025-01-01,172412.075728069,verrayes,Verrayes,0.00350872076172885,604.945829679841,494,1.2245866997567632
1,2025-01-01,172412.075728069,verres,Verrès,7.3665535915865e-4,127.00827956875,109,1.1652135740252294
1,2025-01-01,172412.075728069,villeneuve,Villeneuve,0.00254626917391503,439.007553637085,370,1.1865069017218512
1,2025-02-01,157852.989658293,antey saint andre,Antey-Saint-André,0.0146071276763589,2305.77877403365,2220,1.038639087402545
1,2025-02-01,157852.989658293,aosta,Aosta,0.0760394329383517,12003.0518212401,11320,1.0603402668940018
