rep,date,comune_key,assigned_model,model_beta,arrivals_comune,tourism_multiplier,baseline_kwh,scenario_kwh,delta_kwh_vs_baseline,delta_pct_vs_baseline
1,2025-01-01,cogne,GAMM,0.18160072001535293,8252.6393079811,1.1786117263611968,855166.1042115754,881072.1213264512,25906.017114875838,3.0293549975019207
1,2025-01-01,courmayeur,GAMM,0.1558720276890406,21941.4916885581,1.1351004494856751,3515900.931324869,3586038.4067089995,70137.47538413061,1.994864950807962
1,2025-01-01,donnas,Mixed,0.06212941295993822,181.71990115697,1.1574515997259236,313231.2907972991,316089.8383061606,2858.547508861462,0.9125996006290826
1,2025-01-01,emarese,Mixed,0.05476279089810439,54.3584031658816,1.2079645147973688,34118.76003061502,34473.60927774594,354.84924713092187,1.040041451718965
1,2025-01-01,etroubles,Mixed,0.0779219606473617,815.248543699336,1.0987177138805067,107583.12662213482,108375.24415553737,792.1175334025465,0.7362841723170144
1,2025-01-01,fenis,GAMM,0.1421842233207801,883.338979926126,1.1825153680403293,242048.93217859857,247887.79732235186,5838.865143753297,2.412266433567667
1,2025-01-01,fontainemore,Prophet,-1.1791944911437828e-4,70.8795164408911,1.0739320672862287,67103.49472205593,67102.93032967648,-0.564392379441415,-8.410774755884809e-4
1,2025-01-01,gaby,Prophet,-0.10025365132365299,769.786610197394,1.1770437464791956,85163.70187203184,83783.27141723274,-1380.430454799105,-1.6209141036087837
1,2025-01-01,gignod,GAMM,0.11797257416821545,657.149213352641,1.1528933567590194,71101.47991081644,72304.95560007247,1203.4756892560254,1.692616933945068
1,2025-01-01,gressan,GAMM,0.16785055834876655,8574.70391071679,1.163460503489388,1875548.5591313357,1923821.4517303342,48272.8925989985,2.573801268113063
1,2025-01-01,gressoney la trinite,Mixed,0.07025409890557269,4161.11865102584,1.1325853704479696,1004029.1217821328,1012849.7269798154,8820.605197682627,0.8785208522663401
1,2025-01-01,gressoney saint jean,Prophet,-0.0043384467348724885,4604.66084336188,1.2006938313851057,485128.8227467853,484744.02566751343,-384.79707927186973,-0.07931853586706783
1,2025-01-01,hone,Mixed,0.050964407799988724,93.902439527411,1.1451517015537926,201717.1542537881,203115.35293022916,1398.1986764410685,0.6931481269470741
1,2025-01-01,introd,Mixed,0.0519571248185142,479.863582073264,1.1732605918661712,121446.26496532912,122458.71576125649,1012.450795927376,0.8336615343554676
1,2025-01-01,issime,Mixed,0.057826098218061374,132.231799829515,1.2358112133599535,76260.5701239795,77199.99651405701,939.4263900775113,1.2318638433337803
1,2025-01-01,issogne,Mixed,0.06355510585164768,53.2404474922412,1.1574010324400261,195138.2946430722,196959.63422728694,1821.3395842147293,0.9333583587712191
1,2025-01-01,jovencan,Mixed,0.05835190256401172,725.005853989398,1.2351036694879012,140953.70212524087,142701.1771309677,1747.4750057268247,1.2397510525648636
1,2025-01-01,la salle,GAMM,0.16991016834839487,2913.54441964919,1.196036297064528,520180.2579845472,536245.2063989218,16064.948414374609,3.088342582745973
1,2025-01-01,lillianes,Mixed,0.041959400273086124,75.1933595673876,1.0897588343099653,49479.41537246608,49658.19398441448,178.7786119484008,0.3613191679865402
1,2025-01-01,montjovet,Mixed,0.05873874471177509,615.582758625664,1.2070250169130667,220542.24802077195,222993.24544673052,2450.9974259585724,1.1113505226117537
1,2025-01-01,morgex,Mixed,0.08056185213343428,1581.43714483627,1.1845971122369063,1207615.4308062373,1224209.2119724376,16593.781166200293,1.3740948271190767
1,2025-01-01,nus,Mixed,0.05968538892729626,1807.10415178002,1.2007336556677874,356114.47111582034,360023.979717472,3909.5086016516434,1.0978235704384387
