comune_key,date,arrivals_actual,arrivals_q95,arrivals_multiplier_q95
gressoney la trinite,2025-01-01,3674,4530.46848134268,1.233116080931595
gressoney la trinite,2025-02-01,3890.000000000002,6228.68697716402,1.6012048784483335
gressoney la trinite,2025-03-01,3582.0000000000014,4906.20675249565,1.369683627162381
gressoney la trinite,2025-04-01,3060.999999999998,4038.22637202667,1.3192506932462178
gressoney la trinite,2025-05-01,849.0000000000003,1142.43371147389,1.3456227461412127
gressoney la trinite,2025-06-01,8759.000000000005,11536.1803166178,1.3170659112476073
gressoney la trinite,2025-07-01,17430.000000000004,29869.3698106702,1.713675835379816
gressoney la trinite,2025-08-01,15566.000000000004,27108.2329277953,1.7415028220349025
gressoney la trinite,2025-09-01,3696.0000000000023,9489.43964456429,2.5674890813215057
gressoney saint jean,2025-01-01,3834.9999999999986,5013.38043148106,1.3072699951710722
gressoney saint jean,2025-02-01,4257.999999999997,7076.43473599739,1.6619151564108487
gressoney saint jean,2025-03-01,2781.0000000000005,4044.64559526805,1.4543853273168101
gressoney saint jean,2025-04-01,1432.0000000000002,2024.28391070535,1.4136060828947974
gressoney saint jean,2025-05-01,1378.9999999999995,1866.47574737001,1.3534994542204573
gressoney saint jean,2025-06-01,3235.9999999999977,3982.08706906275,1.2305584267808258
gressoney saint jean,2025-07-01,4918.000000000001,7701.97044126632,1.5660777635759087
gressoney saint jean,2025-08-01,5074.999999999995,8236.34087658221,1.6229243106565945
gressoney saint jean,2025-09-01,2242.9999999999995,5343.72091330117,2.382398980517687
hone,2025-01-01,82.00000000000003,102.237421779656,1.2467978265811703
hone,2025-02-01,69.00000000000003,107.540874227809,1.558563394605927
hone,2025-03-01,40.00000000000001,57.380093650313,1.4345023412578248
hone,2025-04-01,52.00000000000001,76.306514561603,1.4674329723385189
hone,2025-05-01,112.00000000000003,152.824609110278,1.3645054384846247
hone,2025-06-01,99.00000000000004,123.936864695531,1.2518875221770802
hone,2025-07-01,183.00000000000006,298.574385970437,1.6315540216963764
hone,2025-08-01,322.9999999999999,571.093292028424,1.7680906873945021
hone,2025-09-01,70,165.838852656652,2.3691264665236
introd,2025-01-01,409.00000000000017,522.457304453734,1.2774017223807672
introd,2025-02-01,527,848.30127643775,1.6096798414378557
introd,2025-03-01,301.9999999999999,428.085265092593,1.4175008777900435
introd,2025-04-01,213.99999999999991,325.774130700658,1.5223090219656923
introd,2025-05-01,309.99999999999994,426.792028552502,1.3767484792016196
introd,2025-06-01,658,831.944522690304,1.2643533779487903
introd,2025-07-01,1109,1770.41761316399,1.596409029002696
introd,2025-08-01,803.0000000000001,1404.50026619439,1.7490663339905228
introd,2025-09-01,351.99999999999994,825.363577974321,2.344782891972503
issime,2025-01-01,107.00000000000003,143.968978440724,1.345504471408635
issime,2025-02-01,114.99999999999999,191.626829911411,1.6663202600992262
issime,2025-03-01,105.99999999999996,158.198386777985,1.4924376111130666
issime,2025-04-01,53.00000000000001,79.3167832072624,1.4965430793823093
issime,2025-05-01,80.00000000000003,109.741767511955,1.371772093899437
issime,2025-06-01,94,112.79011077624,1.1998947954919148
issime,2025-07-01,84.99999999999997,128.433985514221,1.5109880648731888
issime,2025-08-01,97.99999999999999,159.803432824258,1.6306472737169186
issime,2025-09-01,113.00000000000003,268.571035455526,2.3767348270400523
issogne,2025-01-01,45.99999999999999,57.9661839819719,1.2601344343906937
issogne,2025-02-01,35.99999999999999,55.1261080843874,1.5312807801218724
issogne,2025-03-01,33.00000000000001,48.2573855278331,1.462345015994942
issogne,2025-04-01,12.999999999999996,20.490304547249,1.576177272865308
