"comune_key","comune_nome","date","bagged_mean","q05","q50","q95"
"champorcher","Champorcher",2025-08-01,1308.06787234087,846.832826437066,1238.93540411809,2060.75918645729
"champorcher","Champorcher",2025-09-01,502.313681174059,302.137700106908,495.701340433194,804.581778226914
"charvensod","Charvensod",2025-01-01,1817.57492099697,1178.89979297912,1773.1005379146,2473.55312590514
"charvensod","Charvensod",2025-02-01,1880.28703102872,1205.5451153066,1759.39810671839,2837.57659058456
"charvensod","Charvensod",2025-03-01,1434.45384259513,949.390709301281,1334.1282909741,2283.9255720306
"charvensod","Charvensod",2025-04-01,1660.3623018353,1120.41074838101,1559.01598788783,2465.35043027857
"charvensod","Charvensod",2025-05-01,1909.99856938741,1460.72770273061,1750.30219007398,2785.74601852819
"charvensod","Charvensod",2025-06-01,1856.09881786835,1492.48318393933,1810.6142637488,2259.39106240282
"charvensod","Charvensod",2025-07-01,2740.22490227318,1842.52274417208,2553.84908740667,4335.44708648891
"charvensod","Charvensod",2025-08-01,3822.84460771283,2474.87945589994,3620.80411046373,6022.5943242875
"charvensod","Charvensod",2025-09-01,3501.39881848623,2106.06365269971,3455.30721691293,5608.37140862799
"chatillon","Châtillon",2025-01-01,2705.24847119475,1754.65496679457,2639.05353449585,3681.59558925001
"chatillon","Châtillon",2025-02-01,3133.2353459425,2008.87231793563,2931.79086202514,4728.42450313256
"chatillon","Châtillon",2025-03-01,2168.9818533924,1435.53675908345,2017.28348957198,3453.43500999036
"chatillon","Châtillon",2025-04-01,2299.79142259008,1551.8968517029,2159.4152027314,3414.79192039367
"chatillon","Châtillon",2025-05-01,2712.6430613389,2074.57373572199,2485.83698817809,3956.40851722554
"chatillon","Châtillon",2025-06-01,2667.84828855939,2145.20836371688,2602.47144078837,3247.51706158635
"chatillon","Châtillon",2025-07-01,3630.61262659659,2441.21799427238,3383.67727972588,5744.17410815094
"chatillon","Châtillon",2025-08-01,4122.92945864867,2669.15202222646,3905.02922899567,6495.35466521386
"chatillon","Châtillon",2025-09-01,3587.0766348931,2157.59818056454,3539.85719042551,5745.60599423218
"cogne","Cogne",2025-01-01,6602.32588944691,4282.34376164274,6440.77306020737,8985.16130115172
"cogne","Cogne",2025-02-01,7311.21065496451,4687.57915500157,6841.15242614117,11033.4857715895
"cogne","Cogne",2025-03-01,4558.91829657174,3017.31191810154,4240.06802804633,7258.67209467066
"cogne","Cogne",2025-04-01,1465.35994250458,988.823359825943,1375.91631407785,2175.80570263092
"cogne","Cogne",2025-05-01,3534.35472850391,2703.00195295874,3238.84474101088,5154.88062179746
"cogne","Cogne",2025-06-01,8196.20947020962,6590.5460897717,7995.35759226323,9977.07786045603
"cogne","Cogne",2025-07-01,12067.1344234724,8113.9214572444,11246.3908380051,19092.0178614223
"cogne","Cogne",2025-08-01,13924.5674119189,9014.65514724906,13188.6425149961,21937.0728524995
"cogne","Cogne",2025-09-01,9436.76555099335,5676.13972480524,9312.54215901051,15115.3549908941
"courmayeur","Courmayeur",2025-01-01,17553.7634958011,11385.5709121764,17124.2390821272,23889.0656252132
"courmayeur","Courmayeur",2025-02-01,21035.9204239614,13487.1701472144,19683.4621290493,31745.7039119049
"courmayeur","Courmayeur",2025-03-01,15647.4531152751,10356.2388490618,14553.0718820567,24913.7457378707
"courmayeur","Courmayeur",2025-04-01,4399.30572142942,2968.6469093253,4130.77793186082,6532.20700160708
"courmayeur","Courmayeur",2025-05-01,3663.82699945832,2802.0196883381,3357.49174056232,5343.7168173328
"courmayeur","Courmayeur",2025-06-01,32411.1182733722,26061.6776057382,31616.8689322334,39453.3902205911
"courmayeur","Courmayeur",2025-07-01,58860.7466698078,39577.8698267081,54857.3454835998,93126.5358717405
"courmayeur","Courmayeur",2025-08-01,59223.8734710367,38341.0687048508,56093.8428072308,93302.6059990406
"courmayeur","Courmayeur",2025-09-01,40297.8670616394,24238.8478146958,39767.3952904568,64547.1759069421
"donnas","Donnas",2025-01-01,145.380642878224,94.2955406197509,141.823312542383,197.84974995159
"donnas","Donnas",2025-02-01,181.26585589035,116.218515330037,169.611765865177,273.551718891197
"donnas","Donnas",2025-03-01,138.437066836009,91.6243250038989,128.754792870335,220.418355526628
"donnas","Donnas",2025-04-01,154.18850415464,104.046241679116,144.777042251492,228.943221995266
"donnas","Donnas",2025-05-01,247.03401366355,188.926543222916,226.379318847738,360.300803903214
"donnas","Donnas",2025-06-01,293.023647770933,235.619387601861,285.842968683678,356.691682831121
"donnas","Donnas",2025-07-01,473.325890911085,318.263555186918,441.132730947174,748.872602758959
"donnas","Donnas",2025-08-01,648.214661588456,419.649060739147,613.955980948584,1021.2117787697
"donnas","Donnas",2025-09-01,245.242610131358,147.511487284433,242.014293318292,392.817760597934
"doues","Doues",2025-01-01,147.298198469699,95.5392890142192,143.69394731592,200.459367619943
"doues","Doues",2025-02-01,114.276607867889,73.2683915463525,106.929444391777,172.456982357594
"doues","Doues",2025-03-01,68.6487890282492,45.4350781969349,63.8474999084022,109.302035447093
"doues","Doues",2025-04-01,73.9593864017491,49.9077167534992,69.445003495471,109.81687845306
"doues","Doues",2025-05-01,91.8026426424822,70.2087768237235,84.1269564527741,133.894784179699
"doues","Doues",2025-06-01,200.774524370158,161.442159491279,195.854452425912,244.398714956935
"doues","Doues",2025-07-01,454.744537546512,305.769483564065,423.815184386112,719.474112788069
"doues","Doues",2025-08-01,853.947149901175,552.838651471936,808.815337207979,1345.32731146331
"doues","Doues",2025-09-01,583.927221170651,351.227597906464,576.240538727079,935.306402299213
"emarese","Emarèse",2025-01-01,43.4881350241504,28.2068996357507,42.4240204425403,59.1833718027801
"emarese","Emarèse",2025-02-01,67.2278779034648,43.1031212158121,62.905609170393,101.454857383758
"emarese","Emarèse",2025-03-01,19.4768460566841,12.8907157160625,18.1146374819282,31.0108735816044
"emarese","Emarèse",2025-04-01,26.0024118656578,17.5464003885839,24.4152591138666,38.6090777961055
"emarese","Emarèse",2025-05-01,60.5887752774035,46.3370517343414,55.5229033998451,88.3691444599667
"emarese","Emarèse",2025-06-01,12.2179675385971,9.82442902162669,11.9185606318148,14.872681557514
"emarese","Emarèse",2025-07-01,54.6551433512692,36.750029031252,50.9377853817504,86.4726401863314
"emarese","Emarèse",2025-08-01,131.102673348749,84.8748369812769,124.17378870075,206.54206420425
"emarese","Emarèse",2025-09-01,3.08993429498267,1.85857100126251,3.04925911691953,4.94930742051602
"etroubles","Etroubles",2025-01-01,652.220019017987,423.037332059682,636.260796295061,887.611755742609
"etroubles","Etroubles",2025-02-01,761.348761096208,488.138387830131,712.399514925231,1148.96576219812
"etroubles","Etroubles",2025-03-01,554.117244628086,366.741506970896,515.36234253276,882.260904693619
"etroubles","Etroubles",2025-04-01,578.800315463695,390.57384878892,543.471111458619,859.418215648777
"etroubles","Etroubles",2025-05-01,570.191272251521,436.070581717838,522.517162357349,831.627882833254
"etroubles","Etroubles",2025-06-01,2295.93854774165,1846.15691841119,2239.67551900384,2794.79895394314
"etroubles","Etroubles",2025-07-01,3445.34700061174,2316.64569025923,3211.01245595293,5451.05608059917
"etroubles","Etroubles",2025-08-01,3746.11666113276,2425.20638828393,3548.13129927908,5901.71541263751
"etroubles","Etroubles",2025-09-01,2884.28669228159,1734.87559729226,2846.31861154142,4619.91102923595
"fenis","Fénis",2025-01-01,706.694137314798,458.369865558551,689.401983125213,961.746045359729
"fenis","Fénis",2025-02-01,577.077570382233,369.993003539827,539.975635637218,870.878635892174
"fenis","Fénis",2025-03-01,281.932313944022,186.596397571096,262.21399741384,448.890303945634
"fenis","Fénis",2025-04-01,746.943301892959,504.03656054285,701.350872884588,1109.08142679462
"fenis","Fénis",2025-05-01,607.850444996498,464.871544070468,557.027624086673,886.554044672753
"fenis","Fénis",2025-06-01,871.239403641649,700.560846546866,849.889281856896,1060.54187570778
"fenis","Fénis",2025-07-01,1135.7587120296,763.682301065923,1058.51032439884,1796.94075290622
"fenis","Fénis",2025-08-01,1470.41237775407,951.933379154998,1392.69986823609,2316.52032697245
"fenis","Fénis",2025-09-01,1011.55950101819,608.445026710357,998.243566471559,1620.26712115278
"fontainemore","Fontainemore",2025-01-01,56.7054549417423,36.7798038580652,55.3179247239752,77.1709345824836
"fontainemore","Fontainemore",2025-02-01,74.4310429816352,47.7214270018093,69.6456625727608,112.325289539401
"fontainemore","Fontainemore",2025-03-01,24.8540079815032,16.4495807155776,23.1157212644997,39.5723464295737
"fontainemore","Fontainemore",2025-04-01,10.9595706426004,7.39550683127259,10.2906129784528,16.2730641195221
"fontainemore","Fontainemore",2025-05-01,36.4649288662513,27.8876291462972,33.4160694559901,53.1843489483101
"fontainemore","Fontainemore",2025-06-01,335.688078314043,269.925721146682,327.461887758683,408.626220003186
"fontainemore","Fontainemore",2025-07-01,603.801915035817,405.995420487293,562.734455996448,955.305256581996
"fontainemore","Fontainemore",2025-08-01,738.229405020751,477.923895870877,699.213370789755,1163.02300536357
"fontainemore","Fontainemore",2025-09-01,325.101853385514,195.54618949022,320.822288024986,520.732436931465
"gaby","Gaby",2025-01-01,615.849290897844,399.446863597552,600.780026369605,838.114523362401
"gaby","Gaby",2025-02-01,689.924523923464,442.344772910077,645.567342186806,1041.17809996506
"gaby","Gaby",2025-03-01,387.603602458477,256.534750815017,360.494647069161,617.139257589871
"gaby","Gaby",2025-04-01,181.739807571562,122.637832469936,170.646650629525,269.852135464672
"gaby","Gaby",2025-05-01,115.24316398271,88.1356064229207,105.607598635368,168.082945386913
"gaby","Gaby",2025-06-01,573.660822900987,461.278851762755,559.603000928193,698.305566296129
"gaby","Gaby",2025-07-01,1252.37477723418,842.094752648653,1167.19477269088,1981.44487142202
"gaby","Gaby",2025-08-01,1268.28755330253,821.079361559503,1201.25750782093,1998.08838807453
"gaby","Gaby",2025-09-01,557.477443310091,335.318266047436,550.138939604803,892.940426411365
"gignod","Gignod",2025-01-01,525.736446563448,340.998646523613,512.872160280273,715.479189207766
"gignod","Gignod",2025-02-01,576.132414622086,369.387017383966,539.091246590485,869.452283524057
"gignod","Gignod",2025-03-01,256.855098997733,169.99908772522,238.890680256311,408.962569228483
"gignod","Gignod",2025-04-01,237.338350349601,160.155671109118,222.851532057162,352.406341380567
"gignod","Gignod",2025-05-01,448.570544404156,343.057545352117,411.065232643125,654.243216791351
"gignod","Gignod",2025-06-01,784.144245192838,630.527905339206,764.928430272503,954.522723772869
"gignod","Gignod",2025-07-01,1854.32072055291,1246.84222078779,1728.19949049248,2933.81370217752
"gignod","Gignod",2025-08-01,2011.16422620143,1302.01186201098,1904.87253454032,3168.43280249823
"gignod","Gignod",2025-09-01,914.293843711768,549.940504338476,902.258291708153,1464.47169202352
"gressan","Gressan",2025-01-01,6859.98594041508,4449.46500502937,6692.12840721016,9335.81304988052
