"model","comune_key","comune_nome","n_obs","actual_total","pred_total","mae","rmse","bias","mape","coverage_90","total_rel_error"
"reconciled","introd","Introd",9,4684,8889.09513936289,467.232793262543,546.295103425774,467.232793262543,0.942059834554023,1,0.897757288506168
"reconciled","issime","Issime",9,851,3180.4564730799,258.828497008878,308.050412470607,258.828497008878,2.81362917654085,0.666666666666667,2.73731665461798
"reconciled","issogne","Issogne",9,561,5933.428079282,596.936453253555,746.5928875945,596.936453253555,10.4742795311183,0.111111111111111,9.57652064043137
"reconciled","jovencan","Jovençan",9,5539,45280.0968242681,4415.67742491867,5182.55070113237,4415.67742491867,6.90822188312253,0,7.17477826760572
"reconciled","la magdeleine","La Magdeleine",9,979,1752.58579137389,85.9539768193212,92.3998319449214,85.9539768193212,1.12014793239442,1,0.790179562179664
"reconciled","la salle","La Salle",9,20341,10547.5313925189,1151.52571073193,1300.94960000011,-1088.16317860901,0.527401547988534,0.888888888888889,-0.48146446130874
"reconciled","la thuile","La Thuile",9,63799,13546.4391403932,5593.94247990498,6705.95445014655,-5583.61787328964,0.753818944090985,0.333333333333333,-0.787670039649631
"reconciled","lillianes","Lillianes",9,1777,9358.00481593173,842.333868436859,1039.62698376572,842.333868436859,6.25804806352319,0.111111111111111,4.26618166343935
"reconciled","montjovet","Montjovet",9,4725,68945.5378495029,7135.61531661143,8226.84010993716,7135.61531661143,14.9957029978072,0,13.591648222117
"reconciled","morgex","Morgex",9,13505,8673.1768431813,601.03260881173,723.120266412575,-536.869239646522,0.400631478592581,1,-0.357780315203162
"reconciled","nus","Nus",9,13998,12383.0198657734,333.438301325301,417.621040993279,-179.442237136292,0.228108428874445,1,-0.11537220561699
"reconciled","ollomont","Ollomont",9,861,1249.96067973732,65.7717001596597,72.7355159514618,43.2178533041463,6.17375592132827,0.666666666666667,0.451754564154839
"reconciled","oyace","Oyace",9,65,583.554069585364,57.6171188428182,63.8227522635471,57.6171188428182,6.33419725534883,0,7.9777549166979
"reconciled","perloz","Perloz",9,884,7182.90500321525,699.878333690583,819.619357608532,699.878333690583,7.03972271396661,0.111111111111111,7.12545814843354
"reconciled","pollein","Pollein",9,28775,40853.0204322701,1891.80950224798,2229.34907585715,1342.00227025223,0.612574594112632,1,0.419740067151002
"reconciled","pont saint martin","Pont-Saint-Martin",9,6102,32010.9336701516,2878.77040779462,3296.23563042037,2878.77040779462,4.13816659515943,0.111111111111111,4.24597405279443
"reconciled","pontboset","Pontboset",9,1991,4494.47790688634,278.938674903534,322.144878181571,278.16421187626,1.42806638056129,1,1.25739724102779
"reconciled","pontey","Pontey",9,919,12892.6983444786,1330.41092716428,1578.38436738541,1330.41092716428,15.9432196278659,0,13.0290515173869
"reconciled","pre saint didier","Pré-Saint-Didier",9,46900,16835.0671585374,3340.54809349585,3403.6516289099,-3340.54809349585,0.673767411089278,0.666666666666667,-0.641043344167647
"reconciled","quart","Quart",9,7286,16265.6957165998,997.743968511087,1148.65340458627,997.743968511087,1.1903381248164,1,1.23245892349709
"reconciled","rhemes notre dame","Rhêmes-Notre-Dame",9,8492,5061.65854177058,381.14905091438,481.451800676694,-381.14905091438,0.381984972466453,1,-0.403949771341194
"reconciled","rhemes saint georges","Rhêmes-Saint-Georges",9,4726,2740.29336090519,372.819026655377,551.054500671433,-220.634071010535,1.37228134736732,0.888888888888889,-0.420166449237159
"reconciled","roisan","Roisan",9,1305,13649.2018798977,1371.5779866553,1605.12879426488,1371.5779866553,9.29790603912917,0,9.45915852865721
"reconciled","saint christophe","Saint-Christophe",9,7085,32398.7017187292,2812.63352430325,3269.61849076716,2812.63352430325,3.45178897543548,0.333333333333333,3.57285839361034
"reconciled","saint denis","Saint-Denis",9,401,16201.5635871749,1755.61817635276,2306.7200159419,1755.61817635276,61.3276641423267,0,39.402901713653
"reconciled","saint marcel","Saint-Marcel",9,1071,2846.87289232947,197.31921025883,230.412140051541,197.31921025883,1.70793164202423,1,1.65814462402379
"reconciled","saint nicolas","Saint-Nicolas",9,3251,7303.17916038285,450.242128931428,571.540775944249,450.242128931428,1.20636977655887,0.888888888888889,1.24644083678341
"reconciled","saint oyen","Saint-Oyen",9,3658,3447.89230582633,129.340312572239,174.698587021346,-23.3452993526304,0.358153952076592,1,-0.0574378606270296
"reconciled","saint pierre","Saint-Pierre",9,8448,18105.6479031804,1073.07198924226,1271.20188820405,1073.07198924226,1.05460786245569,1,1.14318748853934
"reconciled","saint rhemy en bosses","Saint-Rhémy-en-Bosses",9,6294,3322.95088767581,352.580828122948,594.37367422722,-330.116568036021,0.329752584851315,1,-0.472044663540544
"reconciled","saint vincent","Saint-Vincent",9,59218,76706.7398142228,2899.53931481973,3386.70477560998,1943.19331269142,0.4145712733478,1,0.295328106559201
"reconciled","sarre","Sarre",9,26239,14443.388703991,1654.84976912632,2295.50773504792,-1310.62347733433,0.519769512462484,1,-0.449545001562902
"reconciled","torgnon","Torgnon",9,14102,10087.6481996671,506.046977561289,610.662346268926,-446.039088925877,0.312988906007288,1,-0.284665423367813
"reconciled","valgrisenche","Valgrisenche",9,10192,4009.33874837099,689.672992343995,1213.30607219566,-686.962361292112,0.379666940171683,0.888888888888889,-0.606619039602532
"reconciled","valpelline","Valpelline",9,4900,4874.57176062849,267.344083235566,331.334381814462,-2.82535993016735,0.922649073345889,1,-0.00518943660642973
"reconciled","valsavarenche","Valsavarenche",9,25334,4618.37554924,2355.64259575944,3464.15310094227,-2301.73605008444,0.781989638367537,0.444444444444444,-0.817700499358964
"reconciled","valtournenche","Valtournenche",9,135375,29961.0805603469,11712.657715517,13554.544922224,-11712.657715517,0.784495417366667,0.222222222222222,-0.778680845352931
"reconciled","verrayes","Verrayes",9,3739,13279.4816566184,1060.05351740204,1228.12578307095,1060.05351740204,2.5363397826397,0.555555555555556,2.5516131737412
"reconciled","verres","Verrès",9,1870,49561.4269092387,5299.04743435986,6326.49776108927,5299.04743435986,24.586092882626,0,25.5034368498603
"reconciled","villeneuve","Villeneuve",9,2581,47274.1431302724,4965.90479225249,5563.86355557169,4965.90479225249,19.2072909573034,0,17.3162119838328
