comune_key,variable,n_obs,x_sd,x_q10,x_q50,x_q90,pearson_r,spearman_rho,linear_adj_r2,quad_adj_r2,delta_adj_r2_quad,quad_term_p,aic_gain_quad,loess_r2,loess_gain_over_linear,sign_changes_binned,nonlinear_score,nonlinear_flag
challand saint anselme,temp,57,6.613366266373994,1.18652444500089,7.77353781820127,17.87013596428332,-0.22209939239586135,-0.2789084780917812,0.03204319719538562,0.31078213194870064,0.278738934753315,1.203287791984433e-5,18.40481266971303,0.35724537259049993,0.3252021753951143,1,62.394111014842935,likely_nonlinear
challand saint victor,temp,57,6.639271045483945,1.4633757275151542,8.07274976010734,18.25463432210422,-0.5711540346657562,-0.619328493647913,0.3139663300661524,0.40689264475334286,0.09292631468719048,0.0030619617316063326,7.342324316085232,0.45794151966631924,0.14397518960016686,1,25.690150428735734,likely_nonlinear
challand saint victor,HDD,57,6.4210516254005015,0,9.92725023989266,16.536624272484843,0.5828631367215201,0.6235892023284986,0.3277245168061006,0.4056079470389117,0.07788343023281108,0.005933959547525438,6.064258366248076,0.4736815651205386,0.145957048314438,1,24.38404785472491,likely_nonlinear
chambave,temp,57,6.868095665509752,1.2354837418817401,8.61139363740767,18.54491979364324,-0.5151173899477989,-0.5251490795955407,0.2519885786162085,0.3827213350260723,0.13073275640986382,7.914231033218342e-4,9.995468671419516,0.42446619000008523,0.17247761138387674,1,32.321036779374055,likely_nonlinear
chambave,HDD,57,6.5413617344315735,0,9.38860636259233,16.76451625811826,0.5395619418315375,0.5356549976817968,0.2782384906925308,0.36923174938810965,0.09099325869557884,0.004206457251084607,6.727006750810261,0.40506007049026105,0.12682157979773023,1,23.781483849330908,likely_nonlinear
chamois,HDD,57,5.702308163234711,6.00206846780322,15.3176819489135,20.20120616812274,0.7260362365776426,0.7093596059113302,0.5185309553115329,0.644412517440665,0.12588156212913204,3.3625795310922924e-5,16.320927254406357,0.7342681568936893,0.21573720158215637,1,36.16187637112884,likely_nonlinear
chamois,temp,57,5.702308163234711,-2.2012061681227437,2.6823180510865,11.99793153219678,-0.7260362365776427,-0.7093596059113302,0.5185309553115329,0.6444125174406641,0.12588156212913115,3.362579531092506e-5,16.320927254406215,0.734268156893688,0.21573720158215504,1,36.16187637112862,likely_nonlinear
champdepraz,temp,57,6.3351198602653325,-0.3002508727201816,5.57995328318119,15.45389275556358,-0.6933715440591203,-0.7883069743323828,0.47132344534930837,0.5528593155003649,0.08153587015105657,0.0016128767386026114,8.593602767191527,0.5968599502157179,0.12553650486640955,1,22.70723750174661,likely_nonlinear
champdepraz,HDD,57,6.332595455438964,2.54610724443642,12.42004671681881,18.300250872720184,0.6935375659923955,0.7883069743323828,0.47155788917797703,0.552849662113643,0.08129177293566592,0.0016348372226856387,8.567089704442338,0.5971808159993564,0.12562292682137932,1,22.691469975704525,likely_nonlinear
champorcher,temp,57,6.110348697024454,-0.6886629198123166,4.48847657772775,14.201359598996921,-0.44762578659806723,-0.45210007778065864,0.18583009655167537,0.4391852819688292,0.25335518541715385,4.7572820715809274e-06,20.294274875987234,0.5638449769940618,0.3780148804423864,1,65.13700658595403,likely_nonlinear
